country;year;co2;co2_per_capita;primary_energy_consumption;population;gdp;annual_co2_tonnes;energy_available_final_consumption_ktoe;gross_available_energy_ktoe;net_energy_supply_ktoe;renewables_share_pct;public_rd_investment;private_rd_investment;clean_energy_patents;ghg_total_kt_co2eq;ghg_agriculture_kt_co2eq;ghg_buildings_kt_co2eq;ghg_dom_avi_kt_co2eq;ghg_energy_kt_co2eq;ghg_indirect_kt_co2eq;ghg_industry_kt_co2eq;ghg_transport_kt_co2eq;ghg_waste_kt_co2eq
Austria;2014;64.166;7.507;394.889;8547812.0;354511814656.0;64158736.0;26642.594;32938.236;32270.341;33.55;143.097;770.982999;232.579202062;80659.6246745038;7678.505778215042;8984.46205991164;21.02907830186466;12403.67259926015;220.9145905706942;26336.721786759823;22749.22846309857;2286.119396687668
Austria;2015;66.357;7.677;396.383;8644037.0;358108266496.0;66357780.0;27278.875;33741.875;33027.98;33.497;128.41400000000002;758.843221;196.184415468;82098.3567258573;7677.302498817868;9454.0605280927;21.02907830186466;13443.60117473614;211.7115198349302;25892.997083503466;23260.61526055925;2158.068660311954
Austria;2016;67.217;7.693;409.651;8737920.0;365232717824.0;67218740.0;27964.856;34209.391;33429.285;33.37;140.893;540.268869;144.240873906;82536.4806372374;7680.288427226361;9703.38915980162;21.02907830186466;12989.37043469253;211.63545904382485;25757.382120008228;24093.30574756429;2101.109288900402
Austria;2017;69.598;7.91;417.569;8798780.0;373481668608.0;69601480.0;28186.935;34824.866;34070.053;33.136;139.335;539.14658;135.80850174446152;84694.4239009165;7576.059092768083;9888.97967038324;21.02907830186466;14421.85334272086;207.40138962196747;25940.47226996962;24653.88295996825;2005.7751754836504
Austria;2018;66.562;7.528;408.402;8841652.0;382540021760.0;66566510.0;27892.29;34028.126;33184.811;33.784;144.061;570.4312158428571;135.80850174446152;81618.745243736;7439.029984387136;9032.85080499598;21.02907830186466;13099.89310381339;197.50908525166668;25034.54839079639;24892.35073427928;1922.563140211984
Austria;2019;67.946;7.651;427.96;8880875.0;388344676352.0;67951230.0;28339.587;34782.999;33808.518;33.755;99.14093333333334;570.4312158428571;135.80850174446152;82967.1249131857;7404.064980565311;9277.67740083697;21.02907830186466;13223.10216096578;190.7613924390676;26067.10161099456;24933.4430011516;1870.97436623326
Austria;2020;62.176;6.969;400.144;8921402.0;363281088512.0;62179828.0;27093.933;32303.729;31971.269;36.545;99.14093333333334;570.4312158428571;135.80850174446152;76897.8420968584;7358.215485659834;9284.21683082953;21.02907830186466;11602.22948865155;167.904519469308;24843.58499159105;21833.40438396989;1808.28639668754
Austria;2021;65.757;7.333;406.033;8967053.0;379835219968.0;65751344.0;28593.994;34170.475;33753.843;34.643;99.14093333333334;570.4312158428571;135.80850174446152;79991.0391439239;7304.296498160332;10183.65389999458;21.02907830186466;12434.35596720369;169.82249574799172;25516.15503392156;22598.56354387221;1784.191705022904
Austria;2022;61.489;6.783;379.769;9064679.0;398815395840.0;61454140.0;26937.705;32737.087;32112.497;34.057;99.14093333333334;570.4312158428571;135.80850174446152;75958.8378920541;7311.058764864222;8555.86074255757;21.02907830186466;11289.96640297795;156.31861074896753;25695.71485664249;21227.67094717623;1722.247567085949
Austria;2023;58.578;6.416;384.811;9130434.0;352929401370.9474;56908956.0;26026.656;32025.547;31151.025;41.6;99.14093333333334;570.4312158428571;135.80850174446152;71473.1251433077;7212.17969373178;7550.39363193436;21.02907830186466;10164.51893280643;142.52217457998117;24292.45608168768;20436.84035109654;1674.21427747092
Belgium;2004;128.782;12.358;764.62;10421298.0;372499152896.0;128811736.0;42120.703;67378.243;58450.341;1.916;144.1701;81.971097;37.939042674;146322.0700644458;10405.37108360526;31462.20067508711;21.02907830186466;25357.24159062011;385.9365365351286;47603.5048783375;26474.00928781441;4633.806012447375
Belgium;2005;125.64;11.99;756.118;10478883.0;380840050688.0;125657690.0;41622.613;66918.791;58129.446;2.325;144.1701;60.9643998;30.744625697;143174.9552110358;10190.193779280606;30998.51287091101;21.02907830186466;25950.980439033257;367.6080610202617;45527.03129054167;25734.04794305745;4406.580827192418
Belgium;2006;123.884;11.744;758.241;10548446.0;390874955776.0;123900460.0;40286.971;66882.994;57412.59;2.658;144.1701;83.597555;29.38175273;139985.2299116508;10039.342226284258;28657.31490140734;21.02907830186466;25507.24925310524;350.830640954048;44789.35241828424;26404.73260148104;4236.407870134237
Belgium;2007;120.481;11.339;763.469;10625490.0;404721958912.0;120493400.0;38804.551;66853.035;56304.575;3.14;94.263;163.2953511;50.427211628;137390.434715976;10028.15817648292;25317.58544683276;21.02907830186466;25248.60975914068;337.00967949185747;44990.02985912531;27222.02939788446;4247.012397018339
Belgium;2008;120.18;11.222;775.734;10709710.0;408290525184.0;120204350.0;41696.261;69018.706;58074.46;3.611;144.1701;198.6950089;63.544275616;139083.436852148;9943.486592443003;29446.191091570232;21.02907830186466;23820.52068129206;327.368542902435;44108.00422909713;27295.97481709949;4141.890897742996
Belgium;2009;107.78;9.968;715.849;10812936.0;399489957888.0;107806790.0;39787.384;63630.864;55350.647;4.746;144.1701;261.6441691;79.792380303;131625.6566753453;10048.479281661925;27475.30326096657;21.02907830186466;22284.65510154852;312.2827867006511;40941.0490718312;26552.70945280261;4011.177719832456
Belgium;2010;114.49;10.468;764.721;10936620.0;411261698048.0;114562660.0;42983.415;68269.487;59297.754;6.004;56.086;282.357673;84.319353766;139989.8091990343;10148.083951344472;29944.88744549456;21.02907830186466;23303.975271184318;313.1786565036628;46784.00646293214;25640.43093176788;3855.246479806327
Belgium;2011;105.098;9.521;713.592;11038627.0;420934221824.0;105158970.0;39617.581;63388.112;55177.125;6.302;150.846;250.3260563;93.606378667;129419.4689772047;10027.09102158802;24622.21333537811;21.02907830186466;20469.72259767312;287.7656066448078;45078.0760635785;25262.07616521185;3672.524187131105
Belgium;2012;102.435;9.222;684.924;11107524.0;424045838336.0;102486240.0;39175.135;60382.375;52993.133;7.086;210.797;224.5671242;114.288880426;127588.8396087834;9883.835705841731;25856.51113142815;21.02907830186466;19586.376310272863;277.9301661398633;44045.43847824411;24511.9214877204;3426.826329135626
Belgium;2013;102.762;9.208;701.93;11160277.0;425993273344.0;102815960.0;41361.594;62641.588;55212.25;7.671;194.758;164.4298921;84.915645799;128751.5188788551;9693.28804984856;28230.58072595407;21.02907830186466;17798.22667520266;275.2425294029221;45454.61706586899;24003.1670405754;3296.396792003343
Belgium;2014;97.034;8.656;650.872;11210111.0;432717692928.0;97080950.0;39728.547;59003.446;52292.301;8.038;166.84300000000002;209.125189;82.87709111299999;122054.8655291884;9743.100137759531;22465.860063369368;21.02907830186466;16576.778026600085;260.2730432327181;45562.5998223957;24257.15865720193;3189.0957786279487
Belgium;2015;101.275;8.982;657.449;11275332.0;441551454208.0;101327496.0;40975.576;59503.333;52236.174;8.06;161.253;175.501173;79.17652014699999;126746.4395699914;9877.809415775297;25342.10748499681;21.02907830186466;17447.151179909335;259.2615113637055;44763.42764270781;25931.6485860766;3125.03374916096
Belgium;2016;99.742;8.801;709.505;11332704.0;447144493056.0;99816290.0;40922.957;63147.197;55044.281;8.744;164.495;176.67101599999998;84.777778242;125673.3133234061;9818.420873580297;25245.22425340444;21.02907830186466;16176.112366993097;251.6426571556683;45473.601855761095;25645.350784556;3062.9605319552093
Belgium;2017;99.192;8.719;716.058;11376583.0;454386384896.0;99282190.0;40674.916;63923.921;54849.071;9.136;159.666;79.46674300000001;70.44545667753846;123643.0983382456;9539.582722730109;25068.93046863477;21.02907830186466;16043.265998423372;239.3089346522968;44674.88084492163;25041.00910501887;3036.120263865944
Belgium;2018;100.159;8.764;714.225;11428609.0;462533263360.0;100256370.0;41095.643;63991.348;53022.951;9.472;82.694;172.3294605357143;70.44545667753846;124265.9273292456;9704.179892582615;24779.48967012137;21.02907830186466;16270.43091821832;231.7837503584408;45210.48685753425;25130.27532717026;2939.28091326027
Belgium;2019;99.684;8.675;738.434;11490622.0;472898011136.0;99798730.0;40087.417;64307.101;54405.231;9.929;144.1701;172.3294605357143;70.44545667753846;123987.2838475028;9676.081530432404;24312.07097237521;21.02907830186466;16750.802836760435;220.1540918231706;45246.79371251865;24831.78947167496;2949.59123191692
Belgium;2020;91.228;7.905;664.012;11540103.0;447544098816.0;91254550.0;38245.772;57821.557;50246.694;13.0;144.1701;172.3294605357143;70.44545667753846;115274.0761508426;9657.027966278323;23874.02680075727;21.02907830186466;15829.78479222019;197.9319041428764;42222.91386878121;20608.58625542057;2883.804563241801
Belgium;2021;94.886;8.2;738.345;11570842.0;474995851264.0;94928070.0;40996.1;64174.931;55087.801;13.017;144.1701;172.3294605357143;70.44545667753846;119123.0610080516;9458.359917619666;25248.0679782825;21.02907830186466;14828.127963023246;205.4579015319327;43874.54134208655;22773.85789872552;2734.648006781876
Belgium;2022;89.002;7.645;694.486;11641813.0;489678405632.0;88914970.0;37112.622;59730.663;50333.049;13.831;144.1701;172.3294605357143;70.44545667753846;111583.9645423367;9185.42120057548;21299.98853951336;21.02907830186466;15112.406288062297;187.0278679483099;40327.27822754056;22957.97617705486;2513.866241641094
Belgium;2023;83.368;7.118;642.063;11712894.0;429600067799.5789;84703360.0;36585.543;55904.201;47223.846;14.673;144.1701;172.3294605357143;70.44545667753846;106844.4485289786;8905.547719023201;20660.88127098295;21.02907830186466;12570.973266838206;172.66102366672948;38773.78376679723;23365.07435023791;2395.527131431311
Bulgaria;2004;49.624;6.404;217.915;7749431.0;83228672000.0;49537290.0;9984.239;19082.766;18811.201;9.231;148.03507420736724;4.895476;3.027777784;64003.453797912;5292.86695059241;2546.1800268155303;21.02907830186466;26897.20740893818;184.540992399681;17089.38167490311;6992.57204057092;5000.70470369226
Bulgaria;2005;50.685;6.587;236.086;7695047.0;89684787200.0;50600356.0;10513.7;20193.869;19892.423;9.173;148.03507420736724;0.31923;1.100000001;64936.9978339886;5000.989247745511;2541.0410543756298;21.02907830186466;26888.18957025178;190.937044114831;17355.7909213036;7833.95209940485;5126.09789679242
Bulgaria;2006;51.922;6.796;240.701;7640290.0;96404594688.0;51837492.0;10927.892;20796.798;20510.565;9.415;148.03507420736724;7.683134916666667;2.5;66177.3187297775;4842.98872598993;2794.52162914745;21.02907830186466;27064.96482677854;194.42158519899;17867.38250048577;8232.83789806941;5180.20156410714
Bulgaria;2007;55.751;7.348;232.64;7586895.0;104058200064.0;55669220.0;10737.803;20403.12;20168.797;9.098;148.03507420736724;7.683134916666667;4.704916838;69910.2778359335;4942.85401530304;2464.79742471846;21.02907830186466;30496.28100670736;196.662626939554;18743.7634880098;7911.1175674632195;5154.80170679309
Bulgaria;2008;54.109;7.18;230.224;7535590.0;110900338688.0;54025910.0;10740.204;20157.848;19823.899;10.345;148.03507420736724;19.773596;9.333333374;66884.4772601251;4726.5892565471095;2202.46978807711;21.02907830186466;30724.82258305289;187.851288456302;15492.50488897369;8377.577587981079;5172.66186703669
Bulgaria;2009;45.837;6.121;202.106;7488018.0;107365072896.0;45750250.0;9228.803;17777.004;17418.998;12.005;148.03507420736724;5.046197;2.975000009;58592.8758455814;4941.72427323799;1952.36586673;21.02907830186466;27935.73594416538;165.209012540108;10367.71882346488;8018.34946944664;5211.77245599673
Bulgaria;2010;47.9;6.44;211.471;7437594.0;109045211136.0;47815700.0;9238.942;18012.371;17748.48;13.927;148.03507420736724;1.37175;3.071428597;61593.2360078954;4823.59531782119;2146.7946864784;21.02907830186466;29915.450527012523;171.868491144335;11459.84585366168;7823.5831200822595;5252.09801169541
Bulgaria;2011;53.205;7.209;224.607;7380021.0;109435363328.0;53120460.0;9669.717;19275.496;19030.567;14.152;148.03507420736724;3.609707;8.200000032;67236.8826741164;4889.73361778605;2417.32340983159;21.02907830186466;34549.85958690282;173.11757072353;11939.85631531226;7975.68758183606;5291.30459172347
Bulgaria;2012;48.361;6.609;213.428;7317021.0;110261510144.0;48276560.0;9599.231;18458.681;18231.765;15.837;148.03507420736724;12.073347;8.444444462;62401.23970624581;5294.96157777767;2378.82589283827;21.02907830186466;29824.86657000221;163.88790759517002;11236.41756193638;8287.84286977336;5214.43732632318
Bulgaria;2013;42.726;5.881;198.108;7264606.0;109643522048.0;42582988.0;9173.026;17175.487;16926.06;18.898;148.03507420736724;8.058271;4.333333403999999;57009.2414670589;5356.00482819805;2083.3949249979;21.02907830186466;25764.76400814954;149.837765525565;11220.77424194055;7332.17144754182;5102.29425070497
Bulgaria;2014;45.251;6.265;211.55;7223451.0;110703534080.0;45169064.0;9495.222;17955.616;17704.737;18.05;148.03507420736724;8.64407;3.473684214;60497.8569399563;6219.65351890223;1802.96373204819;21.02907830186466;27536.43656215759;157.643467244664;11647.75494851356;8219.41308737116;4913.99162371953
Bulgaria;2015;48.204;6.716;224.68;7177516.0;114498609152.0;48127124.0;10065.15;18767.777;18504.383;18.261;148.03507420736724;18.336365;7.000000179;62678.3018641882;5722.81419299725;1954.7169848506696;21.02907830186466;28340.478333222884;162.93022374084;12532.42964986436;9011.09159551465;4953.840883998279
Bulgaria;2016;45.419;6.372;213.117;7127436.0;117979078656.0;45343750.0;10039.888;18371.373;18081.015;18.76;148.03507420736724;7.25951;3.0;60250.031780488105;6352.37123336787;1999.01318105811;21.02907830186466;25016.2780510893;159.178285081175;12659.848997395473;9110.8546566941;4952.487375801789
Bulgaria;2017;47.521;6.716;218.174;7075639.0;121237946368.0;47445844.0;10269.856;19015.831;18697.785;18.695;148.03507420736724;2.8101000000000003;4.704916838;62506.1775102661;6261.91643099155;2065.6831637615;21.02907830186466;26383.739006194228;160.130067677037;13414.297360090291;9252.2392369303;4968.17224462031
Bulgaria;2018;43.577;6.203;218.814;7024746.0;124492857344.0;43503330.0;10381.904;18943.773;18605.594;20.581;148.03507420736724;7.683134916666667;4.704916838;59306.7781024158;6112.13024121079;1894.82660719084;21.02907830186466;23034.72155005591;154.524830562751;13764.85159066402;9469.9986303703;4875.72465236141
Bulgaria;2019;42.267;6.059;211.551;6975467.0;129520074752.0;42194980.0;10151.357;18748.773;18434.751;21.545;148.03507420736724;7.683134916666667;4.704916838;57771.8300298994;6212.51517157014;1846.82377998632;21.02907830186466;21390.1584503575;151.186701755137;13750.41695125495;9614.7581343484;4805.970840627
Bulgaria;2020;36.644;5.285;195.374;6933654.0;124392792064.0;36571028.0;10183.195;17798.37;17576.063;23.319;148.03507420736724;7.683134916666667;4.704916838;52570.8548362718;6451.60986786126;1860.96507850479;21.02907830186466;17397.94281877939;137.39074338593;12906.067640234787;9046.3498352346;4770.52885227093
Bulgaria;2021;42.425;6.169;221.896;6877222.0;133889810432.0;42365030.0;10823.27;19370.939;19121.85;19.394;148.03507420736724;7.683134916666667;4.704916838;59156.3074974698;6372.63405402655;2145.01974175508;21.02907830186466;21615.011834479108;148.248273182773;14476.75611283165;9727.8067552863;4670.83072590877
Bulgaria;2022;46.966;6.881;229.475;6825863.0;138390159360.0;46931790.0;10265.61;19635.766;19348.531;19.079;148.03507420736724;7.683134916666667;4.704916838;62718.6930466857;6155.67016278376;1645.69556457886;21.02907830186466;26196.667826596316;150.567890884367;14209.15675666626;9732.0792503837;4628.8555947926
Bulgaria;2023;36.094;5.311;199.267;6795804.0;112901691284.21053;34500948.0;9991.576;17393.086;17090.572;23.151;148.03507420736724;7.683134916666667;4.704916838;49646.6576450789;6123.83131178445;1376.07171699332;21.02907830186466;15138.63810269754;123.400837568616;12449.51681139934;9964.285400697;4470.91346393852
Croatia;2004;22.855;5.303;110.541;4310054.0;69483831296.0;22852690.0;7637.192;9681.035;9587.281;23.404;148.03507420736724;4.31136;1.666666687;29093.0948038811;3024.498398846051;4353.58859239808;21.02907830186466;5098.50225183524;93.6198155141796;9730.73507425432;5165.6338949378005;1626.51677609509
Croatia;2005;23.298;5.401;109.285;4313946.0;73522774016.0;23295552.0;7841.93;9850.906;9739.803;23.691;148.03507420736724;0.318052;0.125;29146.2892697512;3017.041499496733;4413.7315096103;21.02907830186466;5114.52481120441;95.45216615818568;9630.04162729907;5360.01603333521;1515.48162264701
Croatia;2006;23.499;5.445;107.95;4315802.0;78256431104.0;23496198.0;7834.132;9795.038;9686.866;22.668;148.03507420736724;4.9813127999999995;0.028985506;29570.081196085;3115.978788724152;4129.9372378313;21.02907830186466;5071.1182615808;95.1464101493376;9805.43899732044;5711.154412100919;1641.3070883777
Croatia;2007;24.805;5.747;108.455;4315957.0;83591430144.0;24801760.0;7918.54;10181.539;10065.763;22.161;148.03507420736724;2.283438;0.600000009;31111.4594819302;3018.961902111093;3802.82816041144;21.02907830186466;5984.27356511632;98.9566725653741;10397.39824064395;6144.12786037591;1664.91308070617
Croatia;2008;23.52;5.451;107.864;4314634.0;86620962816.0;23515656.0;8022.905;9939.752;9812.477;21.986;148.03507420736724;4.9813127999999995;1.0;29951.357000918902;2942.758981029458;3895.27146125346;21.02907830186466;5391.27999490948;95.1622312140454;9846.73784457224;6054.68239069473;1725.4640972450002
Croatia;2009;21.756;5.047;106.489;4310537.0;81451696128.0;21752318.0;7703.484;9570.16;9473.44;23.596;148.03507420736724;0.505947;0.166666672;28116.5891388851;2661.731239370033;3959.26726677768;21.02907830186466;4576.03669469341;91.47984455101373;9016.32992287123;6005.41162161663;1806.33254900512
Croatia;2010;20.986;4.879;108.264;4301152.0;81303797760.0;20978134.0;7727.569;9477.759;9372.252;25.103;148.03507420736724;4.9813127999999995;1.4918003901666665;27686.4283384076;2619.977606188763;4050.12430586716;21.02907830186466;4246.78950164987;85.76370401639439;9039.12709088294;5795.98815033357;1848.65797946878
Croatia;2011;20.621;4.817;94.448;4280827.0;82302803968.0;20614658.0;7473.52;9284.118;9156.651;25.389;148.03507420736724;5.15452;2.314285703;27391.1094564757;2741.960635940921;3790.91477500074;21.02907830186466;4472.02355124721;83.42569300512801;8730.62050558441;5674.57004576066;1897.59424993724
Croatia;2012;19.056;4.474;87.595;4259234.0;80383803392.0;19050020.0;7092.844;8728.915;8614.754;26.757;148.03507420736724;4.660803;1.199999988;25851.3512539824;2927.798534793989;3467.30056582996;21.02907830186466;4054.31759216753;77.71641682806508;7941.7023346571;5471.94479904632;1910.57101065944
Croatia;2013;18.406;4.339;96.073;4242404.0;80064094208.0;18401342.0;7007.473;8559.519;8434.858;28.04;148.03507420736724;2.993898;2.500000016;25432.0079456192;2897.042198443174;3309.20024421277;21.02907830186466;3840.0154429241497;76.82033504855373;7895.02591614593;5543.70814062055;1870.19566822449
Croatia;2014;17.657;4.185;96.009;4219485.0;79720243200.0;17649938.0;6671.967;8156.192;8030.511;27.817;148.03507420736724;4.9813127999999995;1.4918003901666665;24777.810206110295;2864.955865873195;2997.8822656654;21.02907830186466;3251.8786628551898;72.42049497781142;8209.35988071203;5477.08030379668;1904.23273223018
Croatia;2015;17.803;4.255;91.02;4183732.0;81731108864.0;17793892.0;7016.573;8508.426;8387.91;28.969;148.03507420736724;2.12458;1.0;25413.7516676081;2935.8427514999257;3248.58590858123;21.02907830186466;3311.96306106538;73.96322055485996;8167.1911416613;5795.47969872835;1880.72588551696
Croatia;2016;18.09;4.373;94.731;4136438.0;84640153600.0;18079278.0;7049.521;8583.007;8454.603;28.266;148.03507420736724;3.12074;2.285714298;25945.088780899103;3106.2576365785008;3302.2412909474497;21.02907830186466;3569.01711336316;73.17513895975013;7953.65229702784;6008.78513382338;1931.96017019875
Croatia;2017;18.719;4.589;94.783;4079198.0;87528488960.0;18713126.0;7328.457;8888.239;8734.018;27.28;148.03507420736724;4.9813127999999995;1.4918003901666665;26614.4900198775;3059.710981879471;3319.10739877902;21.02907830186466;3157.55599639909;75.47425176886134;8549.01779850476;6479.18903257167;1974.43455997473
Croatia;2018;17.703;4.398;98.16;4024868.0;89979863040.0;17694512.0;7169.205;8696.791;8491.654;28.047;148.03507420736724;4.9813127999999995;1.4918003901666665;25528.5385847632;2964.0236175234577;3225.47945143959;21.02907830186466;2614.93894947315;70.21031551061199;8506.945131365941;6229.77967747641;1917.16144197399
Croatia;2019;17.83;4.473;95.813;3986338.0;93057982464.0;17820422.0;7289.787;8814.045;8589.513;28.466;148.03507420736724;4.9813127999999995;1.4918003901666665;25821.6758129123;2997.995596154541;3125.02371005738;21.02907830186466;2883.7047733425898;70.33622554050027;8456.20442966402;6399.62430013859;1888.78677801458
Croatia;2020;16.882;4.27;91.378;3953957.0;85073362944.0;16870106.0;6964.498;8323.132;8248.778;31.023;148.03507420736724;4.9813127999999995;1.4918003901666665;25289.7132207349;3073.562465457013;3202.01495875836;21.02907830186466;2871.79830175304;64.47716130679117;8554.55947738757;5628.84679599277;1894.45406007948
Croatia;2021;17.411;4.436;98.312;3924607.0;96194363392.0;17402972.0;7300.983;8718.183;8596.096;31.285;148.03507420736724;4.9813127999999995;1.4918003901666665;25365.629317424697;2901.292505842225;3365.02481569836;21.02907830186466;2967.4225524182;66.67580776701519;8267.41183476622;6063.94124843799;1733.86055249466
Croatia;2022;17.608;4.507;93.167;3907031.0;102284648448.0;17585164.0;6912.119;8526.917;8322.109;28.088;148.03507420736724;4.9813127999999995;1.4918003901666665;25214.1719689536;2567.564271312468;3191.09146963872;21.02907830186466;3277.99641113718;65.49577273606995;7809.22400417477;6543.00612944737;1759.79391050703
Croatia;2023;17.524;4.498;101.162;3896024.0;84062728407.57895;18467598.0;7221.552;8865.412;8642.862;28.088;148.03507420736724;4.9813127999999995;1.4918003901666665;26622.5227750874;2422.78167738467;3053.74912876039;21.02907830186466;3262.84263038041;64.78448723485849;8592.41984120479;7389.56979258643;1836.37521753583
Cyprus;2004;7.787;7.65;31.228;1017877.0;21975894016.0;7787102.0;1489.41;2567.622;2202.15;3.071;0.34208324999999995;10.817188;2.381151423;9123.8350938336;547.00763956534;561.1056226720946;21.02907830186466;3317.5826428439;35.502702923293;2470.0328447847;2012.1059650938;495.08992710909
Cyprus;2005;7.958;7.68;34.993;1036156.0;23006189568.0;7951671.0;1492.137;2835.35;2241.949;3.131;0.34208324999999995;13.066020461538463;7.556944518;9233.5410038361;504.3895364713;566.30011450282;21.02907830186466;3527.7040148404;33.196516201777;2049.337408451;2051.2481621242;501.36525124472
Cyprus;2006;8.186;7.763;34.412;1054425.0;24267407360.0;8183131.0;1577.224;2940.847;2331.685;3.263;0.34208324999999995;21.65459;4.899441547;9352.0519019972;522.38496311277;691.94991709207;21.02907830186466;3605.4648675733;31.459908833557;1954.5401088066;2038.775131957;507.4770046219
Cyprus;2007;8.504;7.928;34.987;1072726.0;25673703424.0;8475067.0;1667.79;3038.352;2463.162;4.001;0.34208324999999995;11.8632012;2.670075726;9665.153161639;504.39573950082;670.2329559398;21.02907830186466;3790.5686203374;32.959023620167;1972.486215805;2172.8986795794;521.61192685635
Cyprus;2008;8.717;7.989;35.855;1091028.0;26913613824.0;8691636.0;1793.151;3173.389;2620.609;5.131;0.34208324999999995;15.1706818;4.261484648;9876.6584416924;501.2827354105;648.21522606407;21.02907830186466;3963.3531593785;32.468944897044;1980.5651565071;2214.495014891;536.27820454411
Cyprus;2009;8.471;7.636;35.004;1109377.0;26682212352.0;8437988.0;1732.284;3063.635;2567.439;5.92;0.34208324999999995;6.72154;2.671428606;9683.6837701103;493.5095000446;651.3201021374;21.02907830186466;4011.7404756575;31.19463059986;1728.7383920876;2215.0155874943;552.16508208902
Cyprus;2010;8.102;7.184;34.056;1127825.0;27285555200.0;8071821.0;1693.996;2945.147;2476.303;6.161;0.34208324999999995;6.49347;1.288461514;9353.5098851227;504.20499518017;595.39271423768;21.02907830186466;3853.7814623733;30.407931189764;1535.2614207511;2262.696996238;571.76436515262
Cyprus;2011;7.789;6.794;33.725;1146492.0;27627898880.0;7792363.0;1626.447;2910.183;2403.869;6.245;0.34208324999999995;1.36678;1.357142903;9136.6996066167;509.41453399829;653.25787986763;21.02907830186466;3717.5196794619;27.840388129504;1444.0576487718;2194.4651431474;590.14433324014
Cyprus;2012;7.264;6.233;31.605;1165402.0;26675451904.0;7261668.0;1519.766;2735.813;2262.439;7.111;0.34208324999999995;9.944683;3.50000003;8603.9705110521;496.97454032565;624.33287009648;21.02907830186466;3527.6493148436;25.895071270667;1305.3811839068;2020.5793436818;603.15818692708
Cyprus;2013;6.584;5.561;28.278;1183899.0;24918237184.0;6578171.0;1386.031;2440.425;1955.962;8.428;0.34208324999999995;14.136724;4.50000009;7924.5811696753;478.60411558488;550.25531068806;21.02907830186466;2811.715648528;22.532908773595;1624.5481809584;1815.2496203053;621.67538483708
