country;year;co2;co2_per_capita;primary_energy_consumption;population;gdp;annual_co2_tonnes;energy_available_final_consumption_ktoe;gross_available_energy_ktoe;net_energy_supply_ktoe;renewables_share_pct;public_rd_investment;private_rd_investment;clean_energy_patents;ghg_total_kt_co2eq;ghg_agriculture_kt_co2eq;ghg_buildings_kt_co2eq;ghg_dom_avi_kt_co2eq;ghg_dom_ship_kt_co2eq;ghg_energy_kt_co2eq;ghg_indirect_kt_co2eq;ghg_industry_kt_co2eq;ghg_transport_kt_co2eq;ghg_waste_kt_co2eq;
Malta;2007;2.73;6.54;23.06;417201.00;9368888320.00;2727800.00;396.47;1800.85;865.21;0.18;0.20626716630769232;3.99;1.13;3113.19;89.38;116.74;3.10;31.90;2032.44;12.88;123.86;506.26;196.64;
Malta;2008;2.72;6.50;23.88;418969.00;9685986304.00;2721287.00;422.68;1888.60;879.71;0.20;0.06;6.41;1.50;3133.22;90.49;119.64;3.10;31.81;1989.64;13.03;136.80;555.75;192.98;
Malta;2009;2.56;6.09;25.45;420800.00;9450778624.00;2560864.00;372.06;2027.13;804.03;0.22;0.10;9.28;1.61;2899.17;80.28;106.57;3.10;28.87;1868.21;11.62;138.97;489.51;172.05;
Malta;2010;2.62;6.20;30.38;422652.00;9788869632.00;2619259.00;415.20;2387.79;836.67;0.98;0.12;9.17;2.01;2949.41;75.59;132.63;0.00;54.42;1865.68;12.42;154.99;515.05;138.64;
Malta;2011;2.61;6.14;28.88;424634.00;9930574848.00;2608196.00;399.28;2270.85;831.75;1.85;0.29;4.67;1.50;2938.74;69.83;98.00;3.10;51.39;1911.25;12.04;162.85;505.37;124.91;
Malta;2012;2.75;6.44;27.54;426616.00;10339580928.00;2749059.00;419.93;2166.33;881.48;2.86;0.41;2.25;0.74;3117.85;71.70;126.07;3.10;44.86;2023.46;11.20;201.08;502.22;134.17;
Malta;2013;2.43;5.67;26.15;428457.00;10905470976.00;2429647.00;428.26;2068.80;776.97;3.76;0.30;7.927020000000001;2.22;2782.98;71.32;135.04;3.10;35.39;1643.55;9.76;240.39;511.67;132.76;
Malta;2014;2.42;5.56;26.76;434494.00;11737899008.00;2417320.00;444.63;2115.65;780.25;4.74;0.17;2.88;1.00;2787.85;71.72;141.85;0.00;35.39;1605.94;9.60;257.05;521.27;145.03;
Malta;2015;1.70;3.82;29.28;444979.00;12865696768.00;1697468.00;460.76;2294.53;641.81;5.12;0.15;9.20;3.2666666880000004;2110.20;73.24;160.35;3.10;38.61;852.33;7.35;260.85;552.86;161.51;
Malta;2016;1.38;3.02;32.55;455273.00;13300698112.00;1375879.00;461.00;2470.45;594.33;6.21;0.22;6.63;2.80;1827.78;71.58;148.52;3.10;35.39;558.98;6.13;268.98;555.82;179.28;
Malta;2017;1.54;3.29;37.07;467902.00;14746505216.00;1537206.00;502.64;2959.32;685.51;7.22;0.40;3.02;1.7877757766363638;2016.42;68.89;151.32;1.66;41.68;710.31;5.25;293.10;572.06;172.14;
Malta;2018;1.55;3.19;38.70;484559.00;15659758592.00;1547703.00;526.41;3053.81;689.85;7.91;0.41;6.248695166666667;1.7877757766363638;2011.80;68.88;134.29;2.10;33.76;704.07;4.81;254.01;635.08;174.80;
Malta;2019;1.65;3.27;40.33;504017.00;16757308416.00;1649196.00;561.27;3163.63;736.46;8.23;0.20626716630769232;6.248695166666667;1.7877757766363638;2115.26;68.06;147.80;1.87;46.62;748.97;5.34;248.17;663.26;185.18;
Malta;2020;1.60;3.09;37.14;518213.00;15314071552.00;1600889.00;506.31;2946.88;701.90;10.71;0.20626716630769232;6.248695166666667;1.7877757766363638;2060.94;68.08;129.55;2.03;56.38;822.05;5.31;259.94;530.53;187.08;
Malta;2021;1.61;3.07;39.15;524383.00;17122043904.00;1611409.00;541.18;2738.73;722.21;12.63;0.20626716630769232;6.248695166666667;1.7877757766363638;2068.15;68.41;133.72;2.14;67.82;779.43;5.34;266.57;558.39;186.32;
Malta;2022;1.77;3.36;29.58288888888889;528194.00;18295134208.00;1774245.00;604.09;3042.96;792.14;14.04;0.20626716630769232;6.248695166666667;1.7877757766363638;2235.00;68.00;161.76;2.16;59.69;807.96;5.60;269.24;673.39;187.20;
Malta;2023;1.82;3.42;29.58288888888889;532964.00;12190857512.421053;1768002.00;599.80;3192.16;789.91;15.44;0.20626716630769232;6.248695166666667;1.7877757766363638;2225.221868796069;68.57;139.77;2.61;78.74;808.46;5.78;238.34;693.98;188.98;
Netherlands;2004;181.89;11.07;1088.74;16425561.00;646331432960.00;182090420.00;62852.87;99449.74;81324.15;2.03;183.43907142857142;403.38;151.54;228463.27;18284.83556423857;39231.17;43.39;774.58;63538.90452042105;540.46;60417.21897376638;33832.83;9855.65;
Netherlands;2005;177.93;10.81;1112.24;16465707.00;664118296576.00;178129760.00;61795.09;99320.44;80055.10;2.48;120.80;352.03;136.13;222297.61140660528;18335.83995437798;37762.48;43.38;841.52;60772.67981744819;527.75;59810.553182528296;33984.42354677507;8354.79;
Netherlands;2006;173.09;10.49;1089.58;16493851.00;691453820928.00;173279360.00;62018.15;99707.04;79354.73;2.78;133.60000000000002;388.20;132.41;218480.9477101044;17983.85678954108;36888.83;37.19;882.96;56223.01619730686;519.05;61332.47378561621;34834.28011767823;7985.935165299789;
Netherlands;2007;172.83;10.46;1107.52;16531360.00;721200021504.00;173028180.00;60992.36;99819.15;79027.27;3.30;208.00;627.42;171.13;218602.5964331057;18260.60531987861;33760.22540220963;40.284684000000205;956.28;59988.17818448535;502.58;61752.38647221256;34024.16386667671;7506.38;
Netherlands;2008;175.71;10.59;1094.39;16597257.00;737705000960.00;175903660.00;60652.39;98549.22;78381.72;3.60;147.90;678.29;203.24;214108.2456305169;18818.52444619366;36827.53;40.284684000000205;978.59;59355.37764443972;471.07;54202.39214056886;34355.62768350609;7058.47;
Netherlands;2009;170.23;10.20;1079.29;16684147.00;713986801664.00;170433400.00;59534.06;95183.25;77051.26;4.27;207.70;824.23;242.71;208241.3085957465;18930.61647163891;36828.63;37.19;994.53;59182.91320960206;431.53;50542.70584926764;32816.05653891574;6760.17;
Netherlands;2010;182.29;10.87;1170.65;16771232.00;728193171456.00;182478750.00;64528.12;100013.61;82743.78;3.92;183.43907142857142;778.38;216.59;219866.1358376999;18974.07062408786;42612.34;40.284684000000205;1115.66;61791.259000078615;428.42;53252.12993783094;33301.32820745269;6352.98;
Netherlands;2011;169.16;10.04;1115.09;16851061.00;744614395904.00;169346110.00;59571.93;95477.89;77009.54;4.52;150.76;806.58;257.92;206758.5679684836;18713.59068067866;34361.13080838327;43.38;1128.41;57726.93507124606;405.39;53076.35836921169;33374.94806417211;6051.96;
Netherlands;2012;165.58;9.79;1095.70;16915191.00;736942161920.00;165751870.00;60071.55;94435.77;77195.00;4.66;197.02;807.0852113999999;295.26;203882.9881121348;18542.64882111451;36500.83863877579;43.38;1039.15;55249.90464102116;383.79;52439.44504017424;31980.15564368506;5857.60;
Netherlands;2013;164.76;9.71;1062.89;16967065.00;735982977024.00;164925380.00;59343.90;92238.99;75618.99;4.69;185.46;739.3941368999999;302.88;201675.8064176697;18786.14070819447;37720.54;37.18;1102.91;55429.64833433991;362.04;50426.11197510254;30354.66048529409;5496.702868665831;
Netherlands;2014;157.34;9.24;1016.33;17030087.00;746458841088.00;157502820.00;54493.14;87933.62;71379.09;5.42;152.98;821.90;314.70;193571.6838169794;19213.74732753584;29972.24794938136;30.98;959.46;58680.16158403079;327.51;49649.75783943852;27757.98468506799;5281.02;
Netherlands;2015;163.74;9.57;1026.03;17107427.00;761083265024.00;163958100.00;55145.75;88432.01;72680.48;5.71;190.03;967.83;334.50;201527.4440494385;20050.87108970808;31813.78732627489;31.16;1048.84;63021.53270647211;317.86;50775.97069530854;28144.38710342244;4946.928426432191;
Netherlands;2016;164.61;9.57;1044.01;17204694.00;777764077568.00;164811760.00;56872.23;90052.49;74280.39;5.85;150.05;719.45;271.46;202676.51251505935;20175.12045292809;32530.89960896681;30.87;971.98;61802.16451695187;312.26;52613.31762965453;28368.04200090271;4801.83;
Netherlands;2017;162.08;9.36;1052.21;17315375.00;800404013056.00;162295740.00;58249.52;91112.37;75439.96;6.51;150.08;224.10;233.11163139146154;198728.67;19210.60863472324;31758.18113767478;31.97;940.37;58805.69;305.15;52722.55868795607;29215.55208927787;4590.20;
Netherlands;2018;158.04;9.07;1026.77;17421284.00;819300859904.00;158264260.00;57880.62;89202.97;73918.06;7.39;223.38;652.7331054114286;233.11163139146154;191881.7028206234;18070.42973328034;31851.549200510668;31.99;935.97;54470.723170347854;296.86;51577.39690493087;29237.64397117787;4462.70;
Netherlands;2019;152.42;8.69;1022.33;17537506.00;835323035648.00;152727100.00;56258.93;87652.21;72248.61;8.89;183.43907142857142;652.7331054114286;233.11163139146154;186697.8017249716;18356.15351487766;30589.82724403101;31.62;858.16;51162.349890155165;282.54595625961497;51392.69377718739;28887.56863863938;4303.7841329045805;
Netherlands;2020;136.67;7.75;990.15;17636732.00;802861613056.00;136974140.00;55218.56;83746.09;69653.70;14.00;183.43907142857142;652.7331054114286;233.11163139146154;170341.1261042089;18221.07228487916;29039.37596454009;23.82472924000031;651.21;42955.43801590891;249.89;49758.86502972955;24662.84828021697;4142.84;
Netherlands;2021;139.68;7.88;1014.62;17730564.00;841906651136.00;139885680.00;56429.92;85718.76;71854.70;13.12;183.43907142857142;652.7331054114286;233.11163139146154;173587.08093516369;17887.84761532641;31391.768371562808;26.648357680000103;730.84;43286.79;249.85;50694.53230770014;24748.77541892631;3974.28;
Netherlands;2022;127.24;7.11;955.19;17904422.00;879609118720.00;127503144.00;49410.75;78789.19;64037.22;15.29;183.43907142857142;652.7331054114286;233.11163139146154;160281.43260400378;17935.97020854351;25196.33535513422;31.92;775.48;39995.492086160026;230.63;47438.45299190007;24529.43496903479;3710.857024190656;
Netherlands;2023;118.67;6.56;954.52;18092525.00;757117871373.4736;117016380.00;48825.43;75886.36;61859.74;17.59;183.43907142857142;652.7331054114286;233.11163139146154;149486.2630283975;17686.85;23027.01987232076;28.91;826.57;32916.62100449524;217.54;45318.86544075051;25543.84421667175;3601.15;
Poland;2004;323.80;8.48;1041.22;38167567.00;570430062592.00;323620770.00;60234.74;91735.87;91194.92;6.88;88.29874456381818;4.5655730000000005;15.69;410033.6881060245;35548.79416306172;56578.43;9.31;19.13;169725.1853286099;987.40;102175.2711855742;32565.522875436294;11647.56527061697;
Poland;2005;322.77;8.47;1061.94;38124377.00;595958562816.00;322576860.00;61700.32;92905.25;92253.97;6.87;88.29874456381818;9.80;15.17;409952.3476995549;36198.86201942911;59707.02;9.31;15.94;169232.4180094599;981.20;96816.13429326729;35005.530866100904;11237.34889943116;
Poland;2006;336.58;8.84;1110.36;38071170.00;638713856000.00;336387230.00;65210.24;97834.53;97101.55;6.86;88.29874456381818;2.87;19.76;423240.11013508274;36991.70;62477.06;9.31;19.13;174617.4359458285;1006.84;97780.25008677712;38780.81;10840.715211801227;
Poland;2007;335.92;8.84;1104.64;38020420.00;690249990144.00;335734660.00;64883.96;97410.18;96706.95;6.90;88.29874456381818;13.93;42.32;420415.44407739583;37980.11099277901;57367.63;12.42;15.94;169463.3397136105;1016.16;100748.46353758025;42877.20;10264.46;
Poland;2008;329.57;8.67;1124.43;37995902.00;726319169536.00;329428450.00;66691.21;98559.49;97737.66;7.69;88.29874456381818;38.29;51.82;411641.21088526805;36886.87979736004;60084.91;9.31;15.94;164460.94123514649;1002.180401887862;94387.08;44835.77;9276.34;
Poland;2009;316.04;8.32;1085.19;38002154.00;760579620864.00;315886300.00;64712.06;94503.53;93773.11;8.68;84.60;31.15;53.31;395307.7586357549;37012.46723461094;61099.32;12.42;9.56;158464.7140203326;967.09;83156.37024652994;45248.81;8697.89;
Poland;2010;334.22;8.77;1157.25;38095356.00;795619885056.00;334027520.00;70393.33;101805.09;101079.72;9.28;119.16;54.11;101.91;414173.36465925135;37565.57090537968;67845.31;12.42;9.56;163961.9499475306;1005.05;87266.78348889644;47692.36;8175.992583866289;
Poland;2011;333.60;8.73;1162.67;38208644.00;843236900864.00;333406080.00;69576.35;101817.05;101147.36;10.34;141.34;70.10;139.41;410714.8237439195;37061.92833772497;60953.533940239904;15.52;9.56;164265.68;991.89;90792.21692871052;48287.35;7732.619515148151;
Poland;2012;325.96;8.52;1127.93;38247868.00;856266768384.00;325777700.00;65584.86;97915.71;97232.09;10.96;96.35;147.55;181.07;405095.74957409874;37155.42121640128;62766.42;55.79;9.56;159481.67;951.79;90188.26;46373.80;7464.358762996838;
Poland;2013;321.93;8.41;1131.32;38259266.00;863601164288.00;321757150.00;67297.58;98613.83;97946.67;11.45;102.03;204.38;177.18;399153.3280826292;36505.34161876853;60588.52;49.59;9.56;160718.9094278382;909.19;89317.38937436197;43652.05;7284.199421183312;
Poland;2014;309.60;8.09;1089.35;38265113.00;896737148928.00;309415360.00;64612.23;94943.19;94210.80;11.61;93.16;175.09507200000002;158.11;385423.8491901311;36545.75923893412;55870.06;80.58;9.56;151188.34064868712;875.15;89503.08;44231.24;7035.9997735459865;
Poland;2015;312.76;8.17;1103.01;38266314.00;936043806720.00;312548860.00;65179.89;96034.94;95192.61;11.88;103.93;235.78;169.82;387922.9823961206;37028.31227319523;55104.97;55.79;6.38;152695.33329310836;877.38;87420.19461659917;47144.62;6935.114892037474;
Poland;2016;323.56;8.46;1150.25;38263259.00;963689906176.00;323300480.00;70460.06;100741.53;99874.93;11.40;78.47;275.71;178.44;399449.48573923786;37650.44088490077;58782.46;74.37;6.38;152774.72803088144;915.93;86640.76;53789.48;7184.926111169237;
Poland;2017;336.77;8.80;1208.29;38254964.00;1013223718912.00;336505100.00;74787.71;105469.19;104350.90;11.06;93.90;41.39;100.30894634276923;412810.0257103782;38679.71;59041.34;82.82;14.55;154242.5947065897;958.3599841807528;88625.15326450893;62136.97;7365.241973493804;
Poland;2018;336.07;8.79;1222.08;38241070.00;1073462050816.00;335718620.00;79826.46;110275.18;108999.60;14.94;56.04;93.19;100.30894634276923;411668.4368728012;37528.70075749675;58071.80;98.80;6.29;152724.9821487304;957.59;89840.59243133865;63938.50;7459.947907170613;
Poland;2019;317.73;8.31;1187.27;38225884.00;1121231568896.00;317444060.00;77735.89;106374.04;105022.99;15.38;88.29874456381818;93.19;100.30894634276923;392655.7584968309;38129.60264656124;51961.77;101.76;5.83;139910.9397678141;916.50;88231.13652975643;64922.40;7131.906959481259;
Poland;2020;302.43;7.92;1139.23;38171005.00;1098581278720.00;302102430.00;77109.41;103274.03;102516.26;16.10;88.29874456381818;93.19;100.30894634276923;375624.36;38650.31;52907.129701409096;54.77;3.21;129411.82700988784;848.43;83582.41447747673;62025.90;6941.72;
Poland;2021;330.98;8.70;1224.76;38040304.00;1173809528832.00;330693730.00;80490.97;109938.80;109025.78;15.60;88.29874456381818;93.19;100.30894634276923;403141.4175679179;37332.11;54400.51;90.35;3.48;148479.6987160364;880.37;86845.99268367991;67095.75;6927.985395999358;
Poland;2022;315.04;8.21;1186.87;38385734.00;1231021277184.00;314891970.00;76386.05;104759.98;103508.57;16.64;88.29874456381818;93.19;100.30894634276923;384935.7132770355;36998.26381280034;47339.04;92.14;3.48;142864.1250382367;827.97;81704.50584965506;68032.51;6693.473873366361;
Poland;2023;289.28;7.46;1143.45;38203460.90;886777698196.2106;283243460.00;73033.57;98542.98;97093.45;16.65;88.29874456381818;93.19;100.30894634276923;354310.93470926414;36598.36948840183;45806.92;112.22;3.48;119225.56463813769;755.48;76287.97265992357;68278.13;6359.94;
Portugal;2004;67.30;6.42;298.75;10481384.00;251279589376.00;67302350.00;20943.36;27407.25;26023.90;19.21;2.97;3.87;1.2380952610000002;81225.42519192508;7002.58;6593.19;384.1506959999977;79.69;21944.70819459323;270.1040402263605;18592.982111983343;19671.76016472485;6686.258078412365;
Portugal;2005;69.64;6.63;298.26;10502994.00;254196924416.00;69639784.00;20941.45;28015.42;26683.87;19.52;2.32;3.4404993000000004;4.80;84724.81857238885;7003.878194413826;7202.23;399.6462000000026;54.19;25433.064325457697;293.4437394404243;18749.594766664857;18842.63052453826;6746.137806333947;
Portugal;2006;64.86;6.16;295.87;10524122.00;259159932928.00;64856124.00;20174.54;26751.28;25320.47;20.79;1.29;12.78;8.17;79900.30959262187;6938.047414128028;6055.86;390.3464799999979;63.75;22256.395414192026;251.6676795473458;18269.55156843081;18780.00982881908;6894.680802254244;
Portugal;2007;62.38;5.92;297.49;10546821.00;266663280640.00;62380100.00;20552.84;26691.67;25354.78;21.91;1.98;33.00;16.78;78163.55081338841;6932.168994294268;5923.41;402.7380479999981;405.51;19849.500138793363;255.2964851751271;19288.754162019974;18588.02803730513;6518.146855380108;
Portugal;2008;60.01;5.68;285.51;10564085.00;268239257600.00;60009650.00;19618.70;26116.74;24716.20;22.93;1.46;19.86;12.63;75795.57055003181;6902.039693707688;5242.64;371.7591279999973;443.32;19128.93711861426;247.89259962791488;18755.10604828817;18636.08230188041;6067.792195763471;
Portugal;2009;57.15;5.40;288.23;10576264.00;261270601728.00;57147000.00;19083.27;25653.57;24359.93;24.41;3.54;22.23;13.68;74956.55;6795.301212996096;5469.60;346.9759919999967;630.02;20174.16976063816;244.63056063767743;17070.277837540863;18187.17898740399;6038.397390195991;
Portugal;2010;52.89;5.00;304.11;10578659.00;267277418496.00;52889936.00;18980.52;24841.82;23505.31;24.15;1.62;47.16;18.23;69518.99751260321;6617.412643239822;5341.63;412.0377680000029;393.38;15297.365277513753;229.7554992428629;17415.728759928355;17922.98645985483;5888.701311543238;
Portugal;2011;51.78;4.91;289.83;10557049.00;263424999424.00;51783668.00;18158.58;24328.72;22854.71;24.60;1.10;22.91;10.92;67732.29857260223;6729.32;4750.28;365.5633439999972;370.90;17339.52566604891;204.97;15410.196002102986;16648.032459014852;5913.513988660528;
Portugal;2012;49.93;4.75;264.47;10513154.00;252737142784.00;49931980.00;16452.71;22966.09;21439.29;24.57;2.99;25.81;15.32;66253.22;6737.765264353181;4418.224887339975;365.55730000000347;374.02;18283.70439145335;193.98586214712245;14842.640518236893;15262.95952940383;5774.361293801283;
Portugal;2013;48.15;4.60;289.66;10458286.00;250405240832.00;48146200.00;16291.74;23040.22;21463.21;25.70;9.54;18.83;9.000000074999999;64637.77434693544;6658.95;4365.710969347972;371.7591279999973;386.59;15928.305782041756;197.1381869897556;16033.93329499506;15014.38620272245;5681.00;
Portugal;2014;47.94;4.61;291.77;10406202.00;252388900864.00;47942332.00;16792.13;23320.57;21749.04;29.51;9.03;24.53;15.47;64413.54496335569;6857.424213409207;4371.579035170011;359.3615160000035;270.84;15514.12248054022;180.3311457362157;16046.427423880132;15227.40;5586.061440473474;
Portugal;2015;52.23;5.04;289.52;10370266.00;256911900672.00;52233050.00;16851.21;24230.20;22542.37;30.51;7.97;42.23;23.49;68861.09435611065;7122.898150988405;4421.754269640046;377.9488680000038;306.03;19128.885032354352;188.0000166495668;16541.544704020995;15256.27370648173;5517.756565375834;
Portugal;2016;50.31;4.86;309.87;10346377.00;262100090880.00;50310916.00;16726.96;24284.08;22371.88;30.86;3.8185000000000002;25.26;26.88;67744.76323958833;7142.475337871704;4304.831307416006;421.3193560000049;349.22;18189.515112947924;200.3258267276988;15995.265574546234;15752.180372483432;5389.629677394683;
Portugal;2017;55.17;5.34;301.88;10330836.00;271290335232.00;55165156.00;17006.82;25419.89;23362.56;30.61;3.8185000000000002;11.58;13.584088764076922;72819.67322218147;7319.27;4339.486238498002;508.1242045199963;308.96;21977.04295390061;239.6879775468541;16674.777525310346;16058.76910217747;5393.546589559678;
Portugal;2018;51.34;4.97;307.71;10325353.00;279020273664.00;51340276.00;16934.04;24843.10;22670.81;30.20;3.8185000000000002;22.39;13.584088764076922;68877.58478897563;7298.321685499132;4458.602268543601;539.7005929999978;322.00;18607.807649207392;180.29748294550973;15905.43200808353;16134.72928264732;5430.695100688882;
Portugal;2019;47.58;4.60;293.06;10343218.00;286505631744.00;47583050.00;17583.94;24857.91;22447.45;30.62;3.8185000000000002;22.39;13.584088764076922;64560.44041457905;7489.871345237951;4475.986104900396;501.9887989600026;277.54;13550.62;174.00511314238577;16049.93095658396;16597.62192047444;5442.880622440736;
Portugal;2020;41.74;4.03;265.25;10370519.00;262724222976.00;41738144.00;16394.33;22086.69;20877.00;33.98;3.8185000000000002;22.39;13.584088764076922;58682.52721027583;7568.566006101093;4457.804445376864;262.3333353200041;198.90;10882.69589401754;159.32487393954375;15811.027108720726;14020.19;5321.686725602939;
Portugal;2021;40.28;3.88;266.49;10390956.00;277181300736.00;40299850.00;16941.45;22203.33;20878.13;33.98;3.8185000000000002;22.39;13.584088764076922;56959.78;7365.742283370733;4391.913596719027;345.2637885599986;227.96;8584.020284852579;149.47686918549834;15500.06686425654;15020.40110580444;5374.933871841646;
Portugal;2022;40.69;3.91;262.68;10417075.00;295712915456.00;40722496.00;17165.96;23289.05;21196.90;34.68;3.8185000000000002;22.39;13.584088764076922;57318.86288348052;6919.272564418522;4195.015350020496;422.4725950800022;253.04;8098.612592130759;161.21248311859358;16023.76496631324;15894.66885585331;5350.802187285488;
Portugal;2023;37.23;3.57;263.46;10430735.00;265183682128.8421;37622040.00;16988.25;22676.53;20485.62;35.15;3.8185000000000002;22.39;13.584088764076922;54977.69368780728;6762.001744012135;4135.693471507139;486.1052357311318;226.19;5512.370488672987;150.31688921333998;15391.736230019287;16942.485323708832;5370.79;
Romania;2004;103.31;4.83;457.62;21403214.00;228570972160.00;103232620.00;25275.75;39345.51;39205.42;16.81;5.375797178818182;11.49;7.00;140367.37692002702;17383.18;11901.47;9.31;132.50;40101.92859229078;341.5486594287299;49746.58;12951.78722541184;5480.41;
Romania;2005;101.36;4.78;460.45;21213395.00;244044808192.00;101336590.00;25957.81;38686.29;38560.46;17.57;5.375797178818182;13.81;3.00;138328.33;16801.98091047775;12398.70;34.60;130.63;39127.06095123369;323.25346993424387;49594.64;12061.77159188422;5507.20;
Romania;2006;104.32;4.96;467.61;21035734.00;274969690112.00;104290000.00;26468.36;40098.00;39943.05;17.10;5.375797178818182;29.35;11.04;144772.6328733508;17027.27;13784.96;6.28;127.44;43622.098537263286;331.05;49361.80;12539.95787177698;5605.38;
Romania;2007;108.39;5.19;451.00;20870714.00;304650715136.00;108496600.00;26283.55;39839.81;39681.16;18.20;5.375797178818182;26.34;14.17;142509.6356697443;17541.14884493404;12366.71;251.71;264.45;43232.88600886379;332.41057105238826;47818.547589693306;12951.47701879119;5720.90;
Romania;2008;106.93;5.16;449.80;20718744.00;339689308160.00;106997310.00;26047.85;39689.35;39485.27;20.20;5.375797178818182;17.136347999999998;21.83;140045.0958962228;18043.02628359654;11259.32;244.41;241.57;41930.66047108772;340.6297273495622;45843.26;14569.31169391186;5688.49;
Romania;2009;87.73;4.26;392.12;20576923.00;326954221568.00;87805750.00;24079.73;34807.41;34643.01;22.16;5.375797178818182;9.90;21.22;118245.7265520868;17725.15792671402;10976.06078715994;257.67;172.13;35925.08539262342;300.8038500953613;30965.77;14646.84980470145;5474.60;
Romania;2010;84.29;4.13;396.42;20432576.00;335489564672.00;84487900.00;24794.69;35020.94;34838.88;22.83;1.91;24.59;44.80;116513.14;17633.79369283963;10980.16230457999;335.43;184.16;33663.78697525928;284.7270683533107;32619.55;13480.92347631918;5604.91;
Romania;2011;92.24;4.55;408.34;20282008.00;350086823936.00;92390700.00;25009.72;35760.62;35606.08;21.74;1.91;36.97;53.52;122410.2095815818;16956.26;11226.04;245.06;161.94;39464.16819094145;294.8682334172811;32775.01;13835.84;5735.69;
Romania;2012;89.64;4.45;393.33;20158452.00;356825923584.00;89847710.00;24018.23;34998.76;34851.42;22.83;6.3323005850000005;17.846873000000002;30.33;119390.5010480402;16425.45;11821.77;121.84;133.36;35843.961510463945;303.8858433441216;32067.67;15258.19368750345;5753.18;
Romania;2013;78.60;3.92;369.58;20062914.00;357789270016.00;78795464.00;22701.91;31909.42;31702.47;23.89;7.23;33.93;32.29;111221.4623702908;16863.72958826701;11267.43;137.55;130.18;28398.59;262.6836931367754;31976.01;14838.46251477489;5899.47;
Romania;2014;79.09;3.96;379.12;19968180.00;372532510720.00;79335350.00;22554.78;31665.42;31378.65;24.85;10.06;35.96;29.17;111311.2203889548;16979.79689362694;10816.60316285914;73.16;117.48;27649.61148690492;253.91;33247.27;15259.90587281888;5946.90;
Romania;2015;77.81;3.92;381.14;19871018.00;384306446336.00;78045990.00;22810.18;31917.55;31633.67;24.79;7.88;46.62;35.83;112245.1566555061;17571.40439987844;11182.51249699805;98.63;136.54;29237.30409058101;250.5708310835918;31236.52;15334.88744362906;5882.15;
Romania;2016;76.31;3.86;381.09;19777049.00;395288248320.00;76586910.00;23114.96;31826.37;31504.39;25.03;6.57;19.07;28.00;111544.5596812708;18034.40196063337;11249.20;84.38;127.01;27221.693652398528;248.8128824594475;30784.05;16434.96668745917;5927.23;
Romania;2017;79.16;4.02;387.94;19689406.00;456012365824.00;79432344.00;24376.39;33562.49;33198.65;24.45;8.92;5.48;25.55384082184616;115210.3902437658;18287.55440408347;11999.11;148.65;126.54;27503.76980052248;257.3588332628047;32405.495575693894;17512.08487935994;6015.9895165384005;
Romania;2018;79.64;4.06;392.05;19597874.00;473122635776.00;79874424.00;24898.70;33610.24;33454.78;23.88;6.9440194680000005;23.46;25.55384082184616;116060.0306387658;17982.27123332463;12575.52;167.44;126.41;26807.55570650629;251.89928938718668;33297.26;17980.31271431343;6061.24;
Romania;2019;76.46;3.92;383.82;19501543.00;456564506624.00;76690350.00;25070.54;33239.40;33052.58;24.29;1.20;23.46;25.55384082184616;113965.9406646457;17478.17988941778;12621.88;194.97;136.56;24769.41354523043;256.8706210542016;32846.40;18429.20471438315;6094.24;
Romania;2020;73.71;3.80;369.49;19392469.00;483499376640.00;73946380.00;25087.51;32264.95;32174.53;24.48;0.18;23.46;25.55384082184616;108153.8459384021;17454.56421205838;12815.73;116.52;131.14;19322.45418851772;236.6541727345362;32642.63;17953.59;6231.20;
Romania;2021;77.27;4.01;390.00;19248159.00;505119539200.00;77501260.00;26741.95;34324.98;34208.75;23.87;5.375797178818182;23.46;25.55384082184616;113478.3333782609;17292.69420940757;14618.83;142.28;161.67;20717.39473218755;243.3538577043984;33929.31;19090.558737320112;6215.33;
Romania;2022;72.99;3.81;360.13;19166776.00;504741658624.00;73186024.00;24752.85;31672.40;31563.63;24.23;5.375797178818182;23.46;25.55384082184616;107306.0713653599;16475.67997925601;13535.83;201.10;141.64;19260.777399276667;239.1374959714617;29943.10;20629.53290718238;6156.9930814770505;
Romania;2023;68.24;3.57;354.46;19118481.00;376329399242.1053;67866024.00;24245.96;30792.41;30675.17;25.76;5.375797178818182;23.46;25.55384082184616;101286.36141848235;16099.06571561409;13331.62;112.69;147.95;16178.90778592205;211.1003129826429;26968.259168836503;21678.30411164706;6172.7775096634505;
Slovakia;2004;42.92;7.98;215.04;5376039.00;88594620416.00;42856560.00;11078.64;18259.70;18232.81;6.39;0.2309999999999999;13.07;2.20;50948.60;2989.411607943282;5886.89;3.10;570.6227050241059;11289.61503105217;108.1921769836484;21860.127348136302;5983.54;2352.7919523106902;
Slovakia;2005;42.93;7.98;226.27;5376696.00;94444699648.00;42857268.00;11686.43;18698.94;18659.63;6.36;14.550333333333334;14.20;1.79;51095.41;3140.66;6375.85;2.4831487999999995;570.6227050241059;10919.04087152739;113.7941500805596;21483.99;6534.343939881341;2490.48;
Slovakia;2006;42.75;7.95;220.18;5376847.00;102275719168.00;42639350.00;11408.78;18540.67;18500.44;6.58;14.550333333333334;11.56;3.60;51317.35;3147.45;6410.47;9.31;570.6227050241059;10279.17683275382;108.0024047689035;22599.06;6162.05;2601.83;
