country;year;co2;co2_per_capita;primary_energy_consumption;population;gdp;annual_co2_tonnes;energy_available_final_consumption_ktoe;gross_available_energy_ktoe;net_energy_supply_ktoe;renewables_share_pct;public_rd_investment;private_rd_investment;clean_energy_patents;ghg_total_kt_co2eq;ghg_agriculture_kt_co2eq;ghg_buildings_kt_co2eq;ghg_dom_avi_kt_co2eq;ghg_dom_ship_kt_co2eq;ghg_energy_kt_co2eq;ghg_indirect_kt_co2eq;ghg_industry_kt_co2eq;ghg_transport_kt_co2eq;ghg_waste_kt_co2eq;
Slovakia;2007;41.15;7.65;206.63;5376995.00;113160249344.00;41031852.00;11535.06;17756.18;17706.54;7.77;14.550333333333334;16.806804999999997;2.33;50245.46;3143.58;5984.48;0.00;570.6227050241059;9485.116111176569;110.2346770829326;22157.41;6756.09;2608.54;
Slovakia;2008;41.55;7.72;212.21;5379125.00;119380221952.00;41425300.00;11842.12;18262.55;18199.46;7.72;16.42;19.61;6.00;50103.73;3025.65;6553.96;0.00;570.6227050241059;9079.24;110.55141107341387;21270.74;7395.37;2668.22;
Slovakia;2009;37.80;7.02;192.32;5385074.00;112760233984.00;37681124.00;10867.24;16690.19;16644.69;9.37;17.86;16.13;4.00;45764.59;2807.18;6863.07;0.00;570.6227050241059;8733.02;99.51;18170.54;6382.31;2708.96;
Slovakia;2010;38.46;7.13;205.50;5391857.00;118344318976.00;38464356.00;12187.06;18428.21;18386.84;9.10;19.28;38.06;9.40;49101.36;2843.49;7221.49;0.00;570.6227050241059;9011.34;113.9654776084675;19938.97;7220.29;2751.82;
Slovakia;2011;38.05;7.05;197.69;5398104.00;120554971136.00;38045108.00;11680.41;17865.06;17821.63;10.35;23.95;28.81;9.71;47479.98;2912.82;5787.38;0.00;570.6227050241059;8928.78;107.9196029684848;19646.92;7186.97;2909.19;
Slovakia;2012;35.96;6.65;189.89;5404877.00;122144694272.00;35961410.00;10948.13;17301.63;17264.40;10.45;23.95;20.22;13.67;45381.40;2816.05;5363.57;0.00;570.6227050241059;8453.81;104.0246592707003;19195.56;6534.71;2913.68;
Slovakia;2013;35.62;6.58;194.59;5410422.00;122917617664.00;35621708.00;11203.80;17452.29;17410.92;10.13;24.92;48.91;24.00;45841.87;2913.3614343414697;5985.11;0.00;570.6227050241059;7800.63;100.8070747749553;19606.91;6542.45;2892.60;
Slovakia;2014;33.71;6.23;181.12;5415237.00;126232944640.00;33708172.00;10105.26;16130.83;16095.66;11.71;20.30;42.84;17.75;43045.08;2952.94;4768.37;0.00;570.6227050241059;6721.20;90.77;19500.25;6123.62;2887.94;
Slovakia;2015;34.53;6.37;182.99;5420279.00;132755570688.00;34527856.00;10610.54;16850.48;16807.04;12.88;2.94;12.96;17.20;43929.64;2999.18;4886.98;0.00;570.6227050241059;6880.353807972129;93.22;20062.807553593702;6030.797369769231;2976.31;
Slovakia;2016;34.96;6.44;184.74;5427262.00;135336427520.00;34977550.00;10885.78;17003.82;16954.18;12.03;18.45;24.18;5.50;44801.38;3071.99;4770.47;0.00;570.6227050241059;6657.78;93.86;20466.04;6807.67;2933.57;
Slovakia;2017;36.17;6.65;194.60;5435704.00;139312660480.00;36183944.00;11672.43;17883.33;17843.00;11.47;2.06;44.78;9.01;47065.08;2824.00;5122.59;0.00;570.6227050241059;6933.63;99.05;21177.29;7879.02;3029.51;
Slovakia;2018;36.16;6.64;191.30;5443230.00;144927522816.00;36184068.00;11677.41;17534.08;17486.51;11.90;4.25;25.153684414285713;9.01;46669.74;3042.1114439816497;4777.8213039499005;0.00;570.6227050241059;6336.50;95.52;21585.75;7810.235618097909;3021.81;
Slovakia;2019;33.83;6.21;184.85;5450626.00;148579172352.00;33853190.00;11270.79;17018.26;16972.76;16.89;14.550333333333334;25.153684414285713;9.01;44018.48;2911.01;4783.35;0.00;570.6227050241059;5774.36;91.31;19599.83;7912.106484221171;2946.52;
Slovakia;2020;31.15;5.71;181.13;5455028.00;143565094912.00;31176160.00;10817.68;16446.62;16417.66;17.35;14.550333333333334;25.153684414285713;9.01;41996.19;3026.79;4559.194244139941;0.00;570.6227050241059;5526.087612971491;83.33;18700.62;7065.41;3034.76;
Slovakia;2021;35.22;6.47;195.22;5442767.00;147892584448.00;35251324.00;11807.45;17792.85;17770.10;17.42;14.550333333333334;25.153684414285713;9.01;46371.88;3003.78;5362.004338214971;0.00;570.6227050241059;5792.46;86.85;21624.41;7332.28;3170.08;
Slovakia;2022;31.55;5.77;179.89;5473194.00;150360424448.00;31589464.00;11062.94;16626.61;16592.48;17.48;14.550333333333334;25.153684414285713;9.01;42524.28;2841.37;4809.94;0.00;570.6227050241059;4806.593484606839;81.76;19380.44;7552.50;3051.67;
Slovakia;2023;30.74;5.57;186.63;5518057.00;125449460466.52632;30766244.00;10331.48;16438.98;16410.02;16.99;14.550333333333334;25.153684414285713;9.01;40307.74;2900.47;4293.101455957079;0.00;570.6227050241059;4272.01;72.33;18409.15;7450.48;2910.20;
Slovenia;2004;16.71;8.38;85.14;1993549.00;48578174976.00;16710709.00;5266.50;7297.20;7277.18;18.40;148.03507420736724;14.49;3.10;23365.59;2200.28;2938.43;3.10;570.6227050241059;6261.54;68.28;6767.53;4094.95;1031.47;
Slovenia;2005;16.94;8.48;85.31;1996914.00;50309132288.00;16941976.00;5442.92;7584.26;7539.86;19.81;148.03507420736724;18.11259346923077;7.15;23507.64;2193.95;2709.85;3.10;570.6227050241059;6315.210555772491;69.26;6871.41;4364.79;980.06;
Slovenia;2006;17.18;8.58;85.83;2003113.00;52944719872.00;17184160.00;5437.88;7542.45;7488.22;18.42;148.03507420736724;3.57;2.47;23587.81;2119.72;2473.69;3.10;570.6227050241059;6457.72;68.34;6899.804578291601;4604.145185061199;961.28;
Slovenia;2007;17.34;8.61;85.38;2014161.00;56590131200.00;17349082.00;5456.99;7654.26;7573.83;19.68;148.03507420736724;2.3823160000000003;3.50;23515.28;2075.41;2026.51;3.10;570.6227050241059;6562.08;70.03;6773.2493870179005;5209.99;794.9082288176701;
Slovenia;2008;18.28;9.03;93.66;2025090.00;57981923328.00;18284604.00;5779.34;8083.85;7982.69;18.65;148.03507420736724;0.48;1.17;24134.27;2043.88;2391.43;3.10;570.6227050241059;6389.21;74.75404026474101;6227.11;6123.55;881.24;
Slovenia;2009;16.20;7.96;86.41;2035611.00;53266132992.00;16209410.00;5095.46;7095.66;7035.13;20.77;148.03507420736724;10.99;3.08;21870.09;2043.38;2279.49;3.10;570.6227050241059;6116.57;61.94;5382.34;5133.79;849.48;
Slovenia;2010;16.46;8.05;86.57;2044612.00;53649776640.00;16465506.00;5275.66;7272.29;7225.53;21.08;148.03507420736724;19.59;5.15;22003.91;2006.31;2387.57;3.10;570.6227050241059;6227.62;61.08;5366.80;5268.061362946501;683.37;
Slovenia;2011;16.36;7.99;84.04;2048805.00;53761445888.00;16364208.00;5169.54;7271.71;7215.38;20.94;148.03507420736724;15.08;5.38;21023.42;1987.83;2086.39;3.10;570.6227050241059;6319.82;61.07941547025099;4250.73;5627.56;686.90;
Slovenia;2012;15.76;7.68;81.66;2053321.00;52342431744.00;15765101.00;5038.98;7011.15;6937.17;21.55;148.03507420736724;13.46;6.67;20366.29;1977.20;1823.43;3.10;570.6227050241059;6038.09;58.49;4127.86;5644.28;693.83;
Slovenia;2013;15.13;7.36;80.78;2056452.00;51803648000.00;15136785.00;4930.55;6841.72;6754.87;23.16;148.03507420736724;48.29;11.86;20323.95;1974.85;1698.63;3.10;570.6227050241059;5819.28;55.58;4724.4963151355005;5346.0074752952005;702.0136281390401;
Slovenia;2014;13.56;6.59;82.86;2058396.00;53237653504.00;13568340.00;4744.59;6610.78;6527.89;22.46;148.03507420736724;19.79;12.30;18678.44;1992.46;1435.36;3.10;570.6227050241059;4548.67;51.40;4602.79;5364.31;680.35;
Slovenia;2015;13.65;6.62;74.72;2059947.00;54414237696.00;13658673.00;4851.55;6569.52;6479.80;22.88;148.03507420736724;1.32;3.02;18888.00;2008.66;1553.45;3.10;570.6227050241059;4600.32;45.13;4673.86;5334.85;668.6291114527701;
Slovenia;2016;14.46;7.01;79.86;2061379.00;56151179264.00;14468012.00;5041.35;6842.15;6698.76;21.98;148.03507420736724;14.90;6.68;19791.98;2061.79;1615.34;3.10;570.6227050241059;4932.34;45.92;4752.57;5709.16;671.7589343258101;
Slovenia;2017;14.62;7.09;80.72;2062410.00;58855038976.00;14637193.00;5117.38;7071.42;6890.86;21.66;148.03507420736724;18.11259346923077;5.50;20098.76;2064.88;1488.01;1.15;570.6227050241059;4963.02;45.23;5030.42;5836.07;669.99;
Slovenia;2018;14.52;7.02;82.39;2069484.00;61476691968.00;14563352.00;5144.13;7082.87;6821.91;21.38;148.03507420736724;18.11259346923077;5.50;20033.22;2005.50;1403.16;1.46;570.6227050241059;4842.366097787631;43.54;5293.00;5809.07;635.1269891721599;
Slovenia;2019;14.04;6.74;80.00;2083436.00;63598211072.00;14053007.00;5059.95;6934.08;6716.13;21.97;148.03507420736724;18.11259346923077;5.50;19354.622709803694;2024.74;1365.60;1.48;570.6227050241059;4624.62;40.87;5089.06;5594.839228286501;613.4000934998201;
Slovenia;2020;12.86;6.11;77.30;2102419.00;60849950720.00;12872991.00;4603.27;6457.19;6331.80;25.00;148.03507420736724;18.11259346923077;5.50;18023.76;2058.85;1375.56;1.35;570.6227050241059;4545.16;35.14;4868.62;4548.34;590.75;
Slovenia;2021;13.06;6.18;76.58;2113495.00;65846345728.00;13076158.00;4929.66;6632.78;6536.27;25.00;148.03507420736724;18.11259346923077;5.50;18190.50;2084.54;1278.2525073153502;1.41;570.6227050241059;4272.44;37.11;4775.725523892301;5176.151353028899;564.87;
Slovenia;2022;12.70;6.01;70.60;2115230.00;69385347072.00;12727840.00;4868.67;6375.41;6353.21;25.00;148.03507420736724;18.11259346923077;5.50;17498.22;2005.61;1283.86;1.61;570.6227050241059;3462.30;36.39;4414.824165322299;5768.25;525.36;
Slovenia;2023;11.33;5.35;72.43;2118395.00;56581166996.210526;12012164.00;4617.34;6080.81;6061.09;25.07;148.03507420736724;18.11259346923077;5.50;16677.122032558287;1965.2072701376696;1234.58;1.10;570.6227050241059;3276.97;31.36;4340.86;5328.83;498.21;
Spain;2004;353.01;8.17;1744.46;43234563.00;1289831710720.00;352139300.00;99513.15;148810.73;138427.30;8.35;43.95;149.93;63.09;434203.6526999777;44615.73409258995;38329.08758615388;5783.82;5052.26;108167.76024306916;1563.202576874236;119842.79416253984;96298.15;14503.220572171642;
Spain;2005;368.34;8.38;1770.33;43958884.00;1348839669760.00;367447070.00;101803.19;152386.59;141291.42;8.44;49.70;216.31;77.87;448860.69719111535;42783.247838831485;38682.01209710768;6741.07;4849.38;117000.7135691649;1582.4337715120737;122977.21062765471;99349.52;14846.052857424644;
Spain;2006;359.65;8.05;1783.07;44695446.00;1415738556416.00;358869470.00;99338.47;152913.83;141333.28;9.16;59.01;422.67;129.42;440454.7901233559;42441.88253502842;39509.56567866298;7084.94;5293.63;110994.5271802586;1545.093579801925;116021.6438296786;102166.9925104399;15360.597314447898;
Spain;2007;367.40;8.07;1828.41;45516501.00;1481143222272.00;366468500.00;101854.54;155341.89;143394.90;9.67;74.22;399.67;143.07;457461.3351312309;43656.54465937225;37390.77074175055;7456.69;4591.05;119011.19139606284;1543.5558563497984;122491.43913221426;105529.0311334477;15726.44474092098;
Spain;2008;335.89;7.27;1774.59;46235055.00;1510615285760.00;335284450.00;98348.50;150448.54;138166.04;10.74;87.11;401.57;147.27;422146.4374252478;40228.27940332907;35322.42574948943;7193.37;4159.54;103128.13579905822;1390.567005883724;114678.18894182522;99950.55;16010.06701599184;
Spain;2009;296.50;6.36;1652.10;46635182.00;1468765831168.00;296159330.00;91289.33;138972.89;126991.09;12.96;139.73;606.75;210.92;381989.8365745391;40791.71187839645;34769.52567263574;6366.23;3450.21;87809.18935795719;1251.9056826610754;97637.26;92779.61;17054.602085945702;
Spain;2010;282.94;6.04;1692.35;46840470.00;1480376320000.00;282585100.00;91448.76;138536.89;126995.93;13.78;145.81799999999998;630.32;198.51;369079.75;41158.84722380391;37105.760683945104;7097.32;3306.96;71837.91311285425;1167.5796431395847;101638.33729974348;89287.85861052762;16405.930921491505;
Spain;2011;283.80;6.04;1661.36;46998040.00;1477187469312.00;283275040.00;89079.40;138110.71;125769.70;13.18;105.14;512.20;210.83;368775.5589997216;39341.55139739937;34172.78178078997;6363.11;2595.06;86779.97302411789;1130.4482592088698;97298.42171263378;84176.92;16813.091558213124;
Spain;2012;278.06;5.91;1647.51;47018321.00;1433478627328.00;277432160.00;85039.85;137469.67;125379.02;14.24;162.44;516.40;237.24;363889.00;39610.49848129535;34059.84761047001;5508.08;2689.94;91463.95507260572;1107.4238349048649;97264.21966810078;75515.91571730666;16580.060213863257;
Spain;2013;251.94;5.38;1578.53;46860393.00;1413362089984.00;252109170.00;80636.62;127965.58;117058.71;15.08;72.38;552.14;232.42;334102.55856623664;40508.89531827902;33749.328810315026;4693.34;1588.98;69376.26632193466;942.7842815894408;91277.63814233446;76278.07678224833;15572.61009023508;
Spain;2014;254.18;5.44;1554.22;46720186.00;1433089474560.00;253657840.00;77407.77;126079.78;114522.74;15.88;95.68;368.56;211.36;332751.52;41227.05842876159;31708.595773685065;4972.13;1027.34;70572.84057983165;913.00;90526.12909642224;77002.45677413748;14672.12481486192;
Spain;2015;270.74;5.80;1573.14;46683683.00;1488098820096.00;270248030.00;79713.02;130401.30;118954.38;16.22;105.68;329.83;157.79;344154.3550966882;42477.12104799227;32648.67889177495;5377.96;1401.97;81818.22008974438;949.8059964332688;85377.58790117933;79297.66200069516;14737.797571005236;
Spain;2016;259.63;5.56;1582.91;46732766.00;1533303980032.00;259554690.00;82151.03;131435.26;119715.84;17.02;85.42;271.16;157.26;336158.9624428605;43193.66006135104;32295.440094385056;5851.94;1977.68;67121.39223876284;942.3155050928012;88169.74717905832;81478.36798841367;15083.388049269934;
Spain;2017;273.58;5.84;1602.04;46868594.00;1578931453952.00;273483870.00;86137.13;137139.58;125876.95;17.12;75.94;147.48;167.4649004030769;350316.40183881595;44019.95;32614.227958695054;6360.00;3037.82;79340.79559079994;982.0180841288524;86187.48540068661;82805.83;14924.856816462518;
Spain;2018;268.59;5.70;1628.67;47092817.00;1615001419776.00;268520600.00;87967.52;137261.95;125486.61;17.02;105.14;394.6414918071428;167.4649004030769;342650.6758314722;44249.55;34481.45049133516;6617.12;3139.82;69154.37;945.42;85464.71765632108;83529.54186360908;15011.419149396435;
Spain;2019;250.60;5.28;1583.87;47435120.00;1647042625536.00;250673650.00;86979.96;134015.64;121939.72;17.85;105.14;394.6414918071428;167.4649004030769;324233.5717853708;44133.74616682346;32722.76;6995.07;3294.45;54026.97012943847;878.3178436960122;83310.80783594759;84328.46879448646;14542.986371260717;
Spain;2020;211.84;4.44;1422.96;47679482.00;1460507901952.00;211764740.00;78544.76;118167.74;110214.26;21.22;105.14;394.6414918071428;167.4649004030769;283711.26462506584;45126.11420315599;32886.64239588991;2822.20;2537.31;40152.38260281568;707.54;75764.50029470297;69257.81;14456.756725553374;
Spain;2021;229.07;4.80;1530.27;47735670.00;1541122031616.00;228805710.00;84635.34;125413.51;116242.90;20.55;105.14;394.6414918071428;167.4649004030769;302675.3058237591;44056.52860032353;34061.793649602034;4893.26;2869.49;40894.02764756625;751.4285789954573;80433.66746148386;79739.82874109504;14975.282679475886;
Spain;2022;234.66;4.91;1591.03;47828386.00;1625139970048.00;234223470.00;83190.41;128501.73;116201.92;21.84;105.14;394.6414918071428;167.4649004030769;306616.82;42965.02017000552;31860.94406386195;7365.47;3475.27;49355.904594691325;782.8108663617653;73050.21829139831;82977.79431452276;14783.390786247195;
Spain;2023;221.62;4.63;1572.86;47911583.00;1486398761067.7896;215460750.00;82508.41;125017.23;112390.22;24.98;105.14;394.6414918071428;167.4649004030769;286865.1231819228;41583.04897547923;29511.463768760357;7779.15;2845.20;37432.64571377944;709.2827942017426;71879.92169563127;80517.64259097322;14606.759938870684;
Sweden;2004;56.52;6.28;664.60;8993806.00;341901246464.00;56427524.00;33623.00;54569.98;52034.16;38.43;90.12;163.73;52.26;75685.64;8210.94;6081.81;669.17;470.63;10888.668341151297;382.6296744512288;22450.51463137353;21214.51;5316.77;
Sweden;2005;53.88;5.97;673.01;9029770.00;354496937984.00;53787480.00;33360.32;53345.26;50764.17;39.98;52.34;169.27;57.57;71924.12;8261.08;6166.46;689.24;441.61;9723.292539861017;353.8114009223821;20990.968928723632;20142.92;5154.7410188063695;
Sweden;2006;53.74;5.92;630.14;9080626.00;372234682368.00;53650844.00;32735.87;52196.97;49442.00;41.73;78.16;215.41;67.69;72176.63;8151.41;5233.24;651.66;444.41;9807.65;353.9591675314655;22145.01319300076;20290.25;5099.04;
Sweden;2007;52.99;5.79;641.11;9148277.00;387881828352.00;52878800.00;32678.59;51927.91;49192.94;43.22;81.97;307.99;88.42;69762.20;8207.60;5098.78;636.96;434.69;8456.727970918078;345.8486812008519;21138.943260350803;20452.67;4989.98;
Sweden;2008;50.87;5.52;638.57;9219903.00;388980506624.00;50765440.00;32811.86;51640.46;48807.22;43.92;92.01;488.77;124.33;68087.86;8055.24;4609.1721257645495;596.50;428.89;8450.033160870064;327.11;20949.14533136126;20053.26;4618.5154523314295;
Sweden;2009;47.24;5.08;579.81;9298738.00;373026357248.00;47143308.00;31429.11;46936.51;44092.81;47.02;140.25;478.34;123.58;63090.36;8095.64;4231.502138523551;522.60;437.56;8609.326872120602;310.1282421479512;16828.883698861042;19585.27;4469.44;
Sweden;2010;53.12;5.66;621.74;9378234.00;399838969856.00;53028584.00;35065.80;52417.35;49753.19;46.10;146.48;564.37;133.99;69186.56696374899;8102.75;4431.10;491.16;473.48;11441.182094766216;328.7092667823573;19577.31;19944.77;4396.11;
Sweden;2011;49.21;5.21;612.02;9449262.00;397617922048.00;49113770.00;35657.41;52559.92;50080.91;47.63;125.24;491.17;134.93;64633.03;8056.50;4276.13;539.67;484.00;8786.38;309.5916165158532;18296.24234198232;19613.25;4271.26;
Sweden;2012;46.71;4.91;645.25;9519479.00;395278745600.00;46606916.00;34773.20;52397.79;49985.37;49.40;120.07;768.49;251.33;61747.98;8041.23;4115.15;530.30;445.60;7861.131383466989;299.0486072350239;17723.247893503678;18629.09;4103.18;
Sweden;2013;45.20;4.71;603.54;9600621.00;399973744640.00;45105884.00;34058.01;51500.54;49087.81;50.15;138.59;739.6518523999999;295.50;59711.04;8037.97;3843.17;533.85;467.78;7894.331510801401;290.8629895833743;16619.32750479176;18102.02;3921.73;
Sweden;2014;43.47;4.48;600.78;9696437.00;410604240896.00;43384748.00;33287.95;51040.50;48581.33;51.15;150.97;673.35;258.07;58361.33;8180.13;3586.01;530.91;452.98;6860.53;283.2790511575032;17104.40469540054;17633.92;3729.18;
Sweden;2015;43.42;4.43;622.06;9799482.00;429037420544.00;43310144.00;31788.04;48852.40;46267.57;52.22;114.69;679.09;236.77;58390.87;8161.30;3412.90;524.57;438.35;6777.637036721416;268.2029193360831;17482.44908574465;17707.86;3617.61;
Sweden;2016;43.41;4.38;609.40;9923281.00;437921054720.00;43308376.00;33834.60;51097.49;48251.61;52.60;151.87;678.39;233.79;58017.46;8213.622952428981;3258.58;558.69;355.26;7695.448704934512;264.6061773287789;17314.25923948627;16822.39;3534.62;
Sweden;2017;42.44;4.22;631.34;10057864.00;449166540800.00;42355424.00;34755.20;52650.35;49373.80;53.39;132.27;249.67;158.32563171284616;57336.19;8230.83;3114.4769186900003;565.52;370.27;7685.896248041396;262.6833657038277;16965.29059932836;16611.22;3530.00;
Sweden;2018;42.06;4.13;609.20;10175401.00;457925394432.00;41856004.00;35092.24;52847.58;50095.50;53.92;128.81;476.2629661857142;158.32563171284616;54846.82;8101.962497332401;2912.02;533.70;505.83;7933.054242668945;260.0784025078453;15398.13582207119;15744.97;3457.07;
Sweden;2019;40.83;3.97;625.82;10279122.00;467020677120.00;40772480.00;33536.52;51765.15;48807.15;55.79;116.25545141180001;476.2629661857142;158.32563171284616;54920.92;8216.95;2983.46;479.71;438.39;7039.133155236856;253.7029913522675;15849.98;15997.76;3661.83;
Sweden;2020;36.70;3.55;600.28;10353680.00;456885338112.00;36622220.00;32635.98;47341.52;44419.33;60.12;116.25545141180001;476.2629661857142;158.32563171284616;53705.36703324709;8224.60;2908.96;185.46;367.21;6513.122195628971;247.9379415231113;16496.72;14870.96;3890.4103175956297;
Sweden;2021;38.63;3.71;633.68;10416136.00;481492434944.00;38567984.00;34172.58;49717.89;46797.28;62.53;116.25545141180001;476.2629661857142;158.32563171284616;55817.69;8029.16;2856.18;212.12;324.23;6976.33;247.5807022699914;18327.78022318176;15124.61;3719.71;
Sweden;2022;37.47;3.57;621.69;10487333.00;494214545408.00;36342156.00;32290.42;47916.72;45200.69;66.29;116.25545141180001;476.2629661857142;158.32563171284616;52830.70;8031.70;2517.59;319.76;430.94;6521.81;243.0566856392966;17891.06676107441;13264.19;3610.59;
Sweden;2023;36.56;3.47;597.50;10551493.00;415552557271.5789;36708596.00;33071.24;46953.80;44522.80;66.39;116.25545141180001;476.2629661857142;158.32563171284616;51401.28365162228;7862.02;2322.95;291.42;393.04;6223.9454973764105;237.4909684342698;17185.85974590938;13273.43;3611.13;
