nrg_bal;unit;geo;Geopolitical entity (reporting);TIME_PERIOD;OBS_VALUE
GAE;KTOE;ES;Spain;2013;127965.584
GAE;KTOE;ES;Spain;2014;126079.777
GAE;KTOE;ES;Spain;2015;130401.299
GAE;KTOE;ES;Spain;2016;131435.263
GAE;KTOE;ES;Spain;2017;137139.581
GAE;KTOE;ES;Spain;2018;137261.951
GAE;KTOE;ES;Spain;2019;134015.644
GAE;KTOE;ES;Spain;2020;118167.742
GAE;KTOE;ES;Spain;2021;125413.513
GAE;KTOE;ES;Spain;2022;128501.731
GAE;KTOE;ES;Spain;2023;125017.228
GAE;KTOE;EU27_2020;European Union - 27 countries (from 2020);2004;1643207.164
GAE;KTOE;EU27_2020;European Union - 27 countries (from 2020);2005;1650990.452
GAE;KTOE;EU27_2020;European Union - 27 countries (from 2020);2006;1667954.862
GAE;KTOE;EU27_2020;European Union - 27 countries (from 2020);2007;1649190.966
GAE;KTOE;EU27_2020;European Union - 27 countries (from 2020);2008;1644684.195
GAE;KTOE;EU27_2020;European Union - 27 countries (from 2020);2009;1545166.819
GAE;KTOE;EU27_2020;European Union - 27 countries (from 2020);2010;1606356.319
GAE;KTOE;EU27_2020;European Union - 27 countries (from 2020);2011;1560566.986
GAE;KTOE;EU27_2020;European Union - 27 countries (from 2020);2012;1538425.031
GAE;KTOE;EU27_2020;European Union - 27 countries (from 2020);2013;1521061.654
GAE;KTOE;EU27_2020;European Union - 27 countries (from 2020);2014;1468536.758
GAE;KTOE;EU27_2020;European Union - 27 countries (from 2020);2015;1488568.477
GAE;KTOE;EU27_2020;European Union - 27 countries (from 2020);2016;1502715.752
GAE;KTOE;EU27_2020;European Union - 27 countries (from 2020);2017;1534601.424
GAE;KTOE;EU27_2020;European Union - 27 countries (from 2020);2018;1525982.468
GAE;KTOE;EU27_2020;European Union - 27 countries (from 2020);2019;1501846.413
GAE;KTOE;EU27_2020;European Union - 27 countries (from 2020);2020;1379248.321
GAE;KTOE;EU27_2020;European Union - 27 countries (from 2020);2021;1462637.834
GAE;KTOE;EU27_2020;European Union - 27 countries (from 2020);2022;1396418.738
GAE;KTOE;EU27_2020;European Union - 27 countries (from 2020);2023;1338591.286
GAE;KTOE;FI;Finland;2004;38252.556
GAE;KTOE;FI;Finland;2005;35353.875
GAE;KTOE;FI;Finland;2006;38507.733
GAE;KTOE;FI;Finland;2007;37877.456
GAE;KTOE;FI;Finland;2008;36375.058
GAE;KTOE;FI;Finland;2009;33864.827
GAE;KTOE;FI;Finland;2010;37003.181
GAE;KTOE;FI;Finland;2011;35635.262
GAE;KTOE;FI;Finland;2012;34295.005
GAE;KTOE;FI;Finland;2013;33751.786
GAE;KTOE;FI;Finland;2014;34444.261
GAE;KTOE;FI;Finland;2015;32958.648
GAE;KTOE;FI;Finland;2016;34150.102
GAE;KTOE;FI;Finland;2017;34609.346
GAE;KTOE;FI;Finland;2018;35236.082
GAE;KTOE;FI;Finland;2019;34545.342
GAE;KTOE;FI;Finland;2020;32433.176
GAE;KTOE;FI;Finland;2021;33987.064
GAE;KTOE;FI;Finland;2022;32831.370
GAE;KTOE;FI;Finland;2023;33424.340
GAE;KTOE;FR;France;2004;278630.197
GAE;KTOE;FR;France;2005;279715.492
GAE;KTOE;FR;France;2006;275800.862
GAE;KTOE;FR;France;2007;273383.172
GAE;KTOE;FR;France;2008;274567.207
GAE;KTOE;FR;France;2009;263931.347
GAE;KTOE;FR;France;2010;272001.499
GAE;KTOE;FR;France;2011;267396.828
GAE;KTOE;FR;France;2012;267546.563
GAE;KTOE;FR;France;2013;268737.617
GAE;KTOE;FR;France;2014;257913.243
GAE;KTOE;FR;France;2015;262125.908
GAE;KTOE;FR;France;2016;257623.466
GAE;KTOE;FR;France;2017;257864.628
GAE;KTOE;FR;France;2018;256876.492
GAE;KTOE;FR;France;2019;253608.393
GAE;KTOE;FR;France;2020;224834.266
GAE;KTOE;FR;France;2021;243539.944
GAE;KTOE;FR;France;2022;221485.772
GAE;KTOE;FR;France;2023;225612.377
GAE;KTOE;GE;Georgia;2013;4248.111
GAE;KTOE;GE;Georgia;2014;4522.765
GAE;KTOE;GE;Georgia;2015;4761.584
GAE;KTOE;GE;Georgia;2016;4920.516
GAE;KTOE;GE;Georgia;2017;4991.616
GAE;KTOE;GE;Georgia;2018;4958.421
GAE;KTOE;GE;Georgia;2019;5206.965
GAE;KTOE;GE;Georgia;2020;5002.132
GAE;KTOE;GE;Georgia;2021;5388.242
GAE;KTOE;GE;Georgia;2022;5869.844
GAE;KTOE;GE;Georgia;2023;5824.292
GAE;KTOE;HR;Croatia;2004;9681.035
GAE;KTOE;HR;Croatia;2005;9850.906
GAE;KTOE;HR;Croatia;2006;9795.038
GAE;KTOE;HR;Croatia;2007;10181.539
GAE;KTOE;HR;Croatia;2008;9939.752
GAE;KTOE;HR;Croatia;2009;9570.160
GAE;KTOE;HR;Croatia;2010;9477.759
GAE;KTOE;HR;Croatia;2011;9284.118
GAE;KTOE;HR;Croatia;2012;8728.915
GAE;KTOE;HR;Croatia;2013;8559.519
GAE;KTOE;HR;Croatia;2014;8156.192
GAE;KTOE;HR;Croatia;2015;8508.426
GAE;KTOE;HR;Croatia;2016;8583.007
GAE;KTOE;HR;Croatia;2017;8888.239
GAE;KTOE;HR;Croatia;2018;8696.791
GAE;KTOE;HR;Croatia;2019;8814.045
GAE;KTOE;HR;Croatia;2020;8323.132
GAE;KTOE;HR;Croatia;2021;8718.183
GAE;KTOE;HR;Croatia;2022;8526.917
GAE;KTOE;HR;Croatia;2023;8865.412
GAE;KTOE;HU;Hungary;2004;26435.830
GAE;KTOE;HU;Hungary;2005;28510.279
GAE;KTOE;HU;Hungary;2006;28200.837
GAE;KTOE;HU;Hungary;2007;27596.784
GAE;KTOE;HU;Hungary;2008;27170.550
GAE;KTOE;HU;Hungary;2009;25840.354
GAE;KTOE;HU;Hungary;2010;26592.419
GAE;KTOE;HU;Hungary;2011;26062.623
GAE;KTOE;HU;Hungary;2012;24771.026
GAE;KTOE;HU;Hungary;2013;23919.922
GAE;KTOE;HU;Hungary;2014;23823.234
GAE;KTOE;HU;Hungary;2015;25203.244
GAE;KTOE;HU;Hungary;2016;25519.653
GAE;KTOE;HU;Hungary;2017;26656.450
GAE;KTOE;HU;Hungary;2018;26704.565
GAE;KTOE;HU;Hungary;2019;26705.486
GAE;KTOE;HU;Hungary;2020;26139.518
GAE;KTOE;HU;Hungary;2021;27375.503
GAE;KTOE;HU;Hungary;2022;25780.217
GAE;KTOE;HU;Hungary;2023;24297.266
GAE;KTOE;IE;Ireland;2004;15242.008
GAE;KTOE;IE;Ireland;2005;15575.351
GAE;KTOE;IE;Ireland;2006;15682.284
GAE;KTOE;IE;Ireland;2007;16226.961
GAE;KTOE;IE;Ireland;2008;16029.083
GAE;KTOE;IE;Ireland;2009;15293.312
GAE;KTOE;IE;Ireland;2010;15206.161
GAE;KTOE;IE;Ireland;2011;13989.145
GAE;KTOE;IE;Ireland;2012;14154.642
GAE;KTOE;IE;Ireland;2013;13451.690
GAE;KTOE;IE;Ireland;2014;13539.155
GAE;KTOE;IE;Ireland;2015;14327.452
GAE;KTOE;IE;Ireland;2016;15114.925
GAE;KTOE;IE;Ireland;2017;14990.906
GAE;KTOE;IE;Ireland;2018;15074.303
GAE;KTOE;IE;Ireland;2019;15118.703
GAE;KTOE;IE;Ireland;2020;13942.638
GAE;KTOE;IE;Ireland;2021;14445.482
GAE;KTOE;IE;Ireland;2022;14790.301
GAE;KTOE;IE;Ireland;2023;14521.687
GAE;KTOE;IS;Iceland;2004;3383.326
GAE;KTOE;IS;Iceland;2005;3439.049
GAE;KTOE;IS;Iceland;2006;4232.978
GAE;KTOE;IS;Iceland;2007;4982.015
GAE;KTOE;IS;Iceland;2008;5733.583
GAE;KTOE;IS;Iceland;2009;5889.863
GAE;KTOE;IS;Iceland;2010;5602.154
GAE;KTOE;IS;Iceland;2011;6000.012
GAE;KTOE;IS;Iceland;2012;5864.082
GAE;KTOE;IS;Iceland;2013;6091.041
GAE;KTOE;IS;Iceland;2014;6089.260
GAE;KTOE;IS;Iceland;2015;5870.848
GAE;KTOE;IS;Iceland;2016;5669.399
GAE;KTOE;IS;Iceland;2017;6029.918
GAE;KTOE;IS;Iceland;2018;6641.678
GAE;KTOE;IS;Iceland;2019;6401.699
GAE;KTOE;IS;Iceland;2020;6008.591
GAE;KTOE;IS;Iceland;2021;6079.483
GAE;KTOE;IS;Iceland;2022;6420.013
GAE;KTOE;IS;Iceland;2023;6479.943
GAE;KTOE;IT;Italy;2004;188158.467
GAE;KTOE;IT;Italy;2005;191686.530
GAE;KTOE;IT;Italy;2006;190285.894
GAE;KTOE;IT;Italy;2007;190011.376
GAE;KTOE;IT;Italy;2008;187549.222
GAE;KTOE;IT;Italy;2009;174923.555
GAE;KTOE;IT;Italy;2010;179819.191
GAE;KTOE;IT;Italy;2011;173688.362
GAE;KTOE;IT;Italy;2012;166908.125
GAE;KTOE;IT;Italy;2013;160570.376
GAE;KTOE;IT;Italy;2014;151758.638
GAE;KTOE;IT;Italy;2015;157629.547
GAE;KTOE;IT;Italy;2016;156490.332
GAE;KTOE;IT;Italy;2017;161815.269
GAE;KTOE;IT;Italy;2018;159710.888
GAE;KTOE;IT;Italy;2019;158086.438
GAE;KTOE;IT;Italy;2020;144034.889
GAE;KTOE;IT;Italy;2021;156437.076
GAE;KTOE;IT;Italy;2022;149914.656
GAE;KTOE;IT;Italy;2023;143391.283
GAE;KTOE;LT;Lithuania;2004;9607.706
GAE;KTOE;LT;Lithuania;2005;9124.422
GAE;KTOE;LT;Lithuania;2006;9009.051
GAE;KTOE;LT;Lithuania;2007;9721.582
GAE;KTOE;LT;Lithuania;2008;9718.814
GAE;KTOE;LT;Lithuania;2009;8968.408
GAE;KTOE;LT;Lithuania;2010;7220.745
GAE;KTOE;LT;Lithuania;2011;7486.453
GAE;KTOE;LT;Lithuania;2012;7538.807
GAE;KTOE;LT;Lithuania;2013;7103.124
GAE;KTOE;LT;Lithuania;2014;7071.110
GAE;KTOE;LT;Lithuania;2015;7260.107
GAE;KTOE;LT;Lithuania;2016;7518.281
GAE;KTOE;LT;Lithuania;2017;7868.512
GAE;KTOE;LT;Lithuania;2018;8034.248
GAE;KTOE;LT;Lithuania;2019;7996.646
GAE;KTOE;LT;Lithuania;2020;7814.577
GAE;KTOE;LT;Lithuania;2021;8136.440
GAE;KTOE;LT;Lithuania;2022;7286.529
GAE;KTOE;LT;Lithuania;2023;7320.300
GAE;KTOE;LU;Luxembourg;2004;4705.974
GAE;KTOE;LU;Luxembourg;2005;4802.008
GAE;KTOE;LU;Luxembourg;2006;4724.399
GAE;KTOE;LU;Luxembourg;2007;4634.501
GAE;KTOE;LU;Luxembourg;2008;4638.561
GAE;KTOE;LU;Luxembourg;2009;4368.588
GAE;KTOE;LU;Luxembourg;2010;4644.060
GAE;KTOE;LU;Luxembourg;2011;4569.659
GAE;KTOE;LU;Luxembourg;2012;4460.701
GAE;KTOE;LU;Luxembourg;2013;4340.079
GAE;KTOE;LU;Luxembourg;2014;4222.015
GAE;KTOE;LU;Luxembourg;2015;4178.238
GAE;KTOE;LU;Luxembourg;2016;4190.508
GAE;KTOE;LU;Luxembourg;2017;4330.389
GAE;KTOE;LU;Luxembourg;2018;4504.739
GAE;KTOE;LU;Luxembourg;2019;4545.653
GAE;KTOE;LU;Luxembourg;2020;3967.525
GAE;KTOE;LU;Luxembourg;2021;4221.718
GAE;KTOE;LU;Luxembourg;2022;3818.771
GAE;KTOE;LU;Luxembourg;2023;3656.784
GAE;KTOE;LV;Latvia;2004;4688.849
GAE;KTOE;LV;Latvia;2005;4849.113
GAE;KTOE;LV;Latvia;2006;4961.881
GAE;KTOE;LV;Latvia;2007;5063.961
GAE;KTOE;LV;Latvia;2008;4899.481
GAE;KTOE;LV;Latvia;2009;4783.122
GAE;KTOE;LV;Latvia;2010;4880.809
GAE;KTOE;LV;Latvia;2011;4591.894
GAE;KTOE;LV;Latvia;2012;4778.279
GAE;KTOE;LV;Latvia;2013;4706.174
GAE;KTOE;LV;Latvia;2014;4684.209
GAE;KTOE;LV;Latvia;2015;4634.173
GAE;KTOE;LV;Latvia;2016;4706.689
GAE;KTOE;LV;Latvia;2017;4811.008
GAE;KTOE;LV;Latvia;2018;4831.214
GAE;KTOE;LV;Latvia;2019;4939.873
GAE;KTOE;LV;Latvia;2020;4567.890
GAE;KTOE;LV;Latvia;2021;4787.570
GAE;KTOE;LV;Latvia;2022;4480.883
GAE;KTOE;LV;Latvia;2023;4421.707
GAE;KTOE;MD;Moldova;2010;2538.280
GAE;KTOE;MD;Moldova;2011;2585.353
GAE;KTOE;MD;Moldova;2012;2532.691
GAE;KTOE;MD;Moldova;2013;2560.159
GAE;KTOE;MD;Moldova;2014;2587.948
GAE;KTOE;MD;Moldova;2015;2602.359
GAE;KTOE;MD;Moldova;2016;2708.197
GAE;KTOE;MD;Moldova;2017;2850.473
GAE;KTOE;MD;Moldova;2018;2988.291
GAE;KTOE;MD;Moldova;2019;2839.870
GAE;KTOE;MD;Moldova;2020;2714.524
GAE;KTOE;MD;Moldova;2021;3008.810
GAE;KTOE;MD;Moldova;2022;2692.197
GAE;KTOE;MD;Moldova;2023;2572.784
GAE;KTOE;ME;Montenegro;2005;1040.666
GAE;KTOE;ME;Montenegro;2006;1151.920
GAE;KTOE;ME;Montenegro;2007;1143.862
GAE;KTOE;ME;Montenegro;2008;1232.870
GAE;KTOE;ME;Montenegro;2009;964.526
GAE;KTOE;ME;Montenegro;2010;1128.993
GAE;KTOE;ME;Montenegro;2011;1133.743
GAE;KTOE;ME;Montenegro;2012;1069.873
GAE;KTOE;ME;Montenegro;2013;994.972
GAE;KTOE;ME;Montenegro;2014;973.891
GAE;KTOE;ME;Montenegro;2015;1018.874
GAE;KTOE;ME;Montenegro;2016;989.693
GAE;KTOE;ME;Montenegro;2017;1037.122
GAE;KTOE;ME;Montenegro;2018;1074.297
GAE;KTOE;ME;Montenegro;2019;1112.236
GAE;KTOE;ME;Montenegro;2020;1022.524
GAE;KTOE;ME;Montenegro;2021;1092.894
GAE;KTOE;ME;Montenegro;2022;1061.592
GAE;KTOE;ME;Montenegro;2023;1098.517
GAE;KTOE;MK;North Macedonia;2004;2759.682
GAE;KTOE;MK;North Macedonia;2005;2922.880
GAE;KTOE;MK;North Macedonia;2006;2965.355
GAE;KTOE;MK;North Macedonia;2007;3100.286
GAE;KTOE;MK;North Macedonia;2008;3032.264
GAE;KTOE;MK;North Macedonia;2009;2817.307
GAE;KTOE;MK;North Macedonia;2010;2881.394
GAE;KTOE;MK;North Macedonia;2011;3122.366
GAE;KTOE;MK;North Macedonia;2012;3004.425
GAE;KTOE;MK;North Macedonia;2013;2782.643
GAE;KTOE;MK;North Macedonia;2014;2707.262
GAE;KTOE;MK;North Macedonia;2015;2661.084
GAE;KTOE;MK;North Macedonia;2016;2705.660
GAE;KTOE;MK;North Macedonia;2017;2763.277
GAE;KTOE;MK;North Macedonia;2018;2592.090
GAE;KTOE;MK;North Macedonia;2019;2861.947
GAE;KTOE;MK;North Macedonia;2020;2596.694
GAE;KTOE;MK;North Macedonia;2021;2676.356
GAE;KTOE;MK;North Macedonia;2022;2736.433
GAE;KTOE;MK;North Macedonia;2023;2727.542
GAE;KTOE;MT;Malta;2004;1922.748
GAE;KTOE;MT;Malta;2005;1594.139
GAE;KTOE;MT;Malta;2006;1689.610
GAE;KTOE;MT;Malta;2007;1800.846
GAE;KTOE;MT;Malta;2008;1888.597
GAE;KTOE;MT;Malta;2009;2027.133
GAE;KTOE;MT;Malta;2010;2387.785
GAE;KTOE;MT;Malta;2011;2270.848
GAE;KTOE;MT;Malta;2012;2166.325
GAE;KTOE;MT;Malta;2013;2068.796
GAE;KTOE;MT;Malta;2014;2115.647
GAE;KTOE;MT;Malta;2015;2294.528
GAE;KTOE;MT;Malta;2016;2470.445
GAE;KTOE;MT;Malta;2017;2959.315
GAE;KTOE;MT;Malta;2018;3053.813
GAE;KTOE;MT;Malta;2019;3163.634
GAE;KTOE;MT;Malta;2020;2946.878
GAE;KTOE;MT;Malta;2021;2738.727
GAE;KTOE;MT;Malta;2022;3042.956
GAE;KTOE;MT;Malta;2023;3192.164
GAE;KTOE;NL;Netherlands;2004;99449.736
GAE;KTOE;NL;Netherlands;2005;99320.442
GAE;KTOE;NL;Netherlands;2006;99707.035
GAE;KTOE;NL;Netherlands;2007;99819.146
GAE;KTOE;NL;Netherlands;2008;98549.215
GAE;KTOE;NL;Netherlands;2009;95183.245
GAE;KTOE;NL;Netherlands;2010;100013.605
GAE;KTOE;NL;Netherlands;2011;95477.894
GAE;KTOE;NL;Netherlands;2012;94435.766
GAE;KTOE;NL;Netherlands;2013;92238.991
GAE;KTOE;NL;Netherlands;2014;87933.618
GAE;KTOE;NL;Netherlands;2015;88432.014
GAE;KTOE;NL;Netherlands;2016;90052.485
GAE;KTOE;NL;Netherlands;2017;91112.374
GAE;KTOE;NL;Netherlands;2018;89202.973
GAE;KTOE;NL;Netherlands;2019;87652.214
GAE;KTOE;NL;Netherlands;2020;83746.089
GAE;KTOE;NL;Netherlands;2021;85718.757
GAE;KTOE;NL;Netherlands;2022;78789.190
GAE;KTOE;NL;Netherlands;2023;75886.355
GAE;KTOE;NO;Norway;2004;29465.863
GAE;KTOE;NO;Norway;2005;30364.757
GAE;KTOE;NO;Norway;2006;30509.357
GAE;KTOE;NO;Norway;2007;28843.797
GAE;KTOE;NO;Norway;2008;31691.446
GAE;KTOE;NO;Norway;2009;31092.281
GAE;KTOE;NO;Norway;2010;33014.254
GAE;KTOE;NO;Norway;2011;28921.708
GAE;KTOE;NO;Norway;2012;30861.094
GAE;KTOE;NO;Norway;2013;32256.108
GAE;KTOE;NO;Norway;2014;29624.302
GAE;KTOE;NO;Norway;2015;26665.337
GAE;KTOE;NO;Norway;2016;29559.565
GAE;KTOE;NO;Norway;2017;31063.137
GAE;KTOE;NO;Norway;2018;31141.660
GAE;KTOE;NO;Norway;2019;29676.183
GAE;KTOE;NO;Norway;2020;29563.739
GAE;KTOE;NO;Norway;2021;29826.175
GAE;KTOE;NO;Norway;2022;27656.415
GAE;KTOE;NO;Norway;2023;28928.032
GAE;KTOE;PL;Poland;2004;91735.869
GAE;KTOE;PL;Poland;2005;92905.253
GAE;KTOE;PL;Poland;2006;97834.526
GAE;KTOE;PL;Poland;2007;97410.177
GAE;KTOE;PL;Poland;2008;98559.486
GAE;KTOE;PL;Poland;2009;94503.526
GAE;KTOE;PL;Poland;2010;101805.090
GAE;KTOE;PL;Poland;2011;101817.051
GAE;KTOE;PL;Poland;2012;97915.712
GAE;KTOE;PL;Poland;2013;98613.831
GAE;KTOE;PL;Poland;2014;94943.185
GAE;KTOE;PL;Poland;2015;96034.942
GAE;KTOE;PL;Poland;2016;100741.534
GAE;KTOE;PL;Poland;2017;105469.185
GAE;KTOE;PL;Poland;2018;110275.181
GAE;KTOE;PL;Poland;2019;106374.039
GAE;KTOE;PL;Poland;2020;103274.034
GAE;KTOE;PL;Poland;2021;109938.799
GAE;KTOE;PL;Poland;2022;104759.981
GAE;KTOE;PL;Poland;2023;98542.982
GAE;KTOE;PT;Portugal;2004;27407.245
GAE;KTOE;PT;Portugal;2005;28015.417
GAE;KTOE;PT;Portugal;2006;26751.276
GAE;KTOE;PT;Portugal;2007;26691.668
GAE;KTOE;PT;Portugal;2008;26116.741
GAE;KTOE;PT;Portugal;2009;25653.569
GAE;KTOE;PT;Portugal;2010;24841.817
GAE;KTOE;PT;Portugal;2011;24328.719
GAE;KTOE;PT;Portugal;2012;22966.088
GAE;KTOE;PT;Portugal;2013;23040.215
GAE;KTOE;PT;Portugal;2014;23320.573
GAE;KTOE;PT;Portugal;2015;24230.200
GAE;KTOE;PT;Portugal;2016;24284.081
GAE;KTOE;PT;Portugal;2017;25419.887
GAE;KTOE;PT;Portugal;2018;24843.099
GAE;KTOE;PT;Portugal;2019;24857.905
GAE;KTOE;PT;Portugal;2020;22086.686
GAE;KTOE;PT;Portugal;2021;22203.331
GAE;KTOE;PT;Portugal;2022;23289.048
GAE;KTOE;PT;Portugal;2023;22676.528
GAE;KTOE;RO;Romania;2004;39345.510
GAE;KTOE;RO;Romania;2005;38686.289
GAE;KTOE;RO;Romania;2006;40097.996
GAE;KTOE;RO;Romania;2007;39839.813
GAE;KTOE;RO;Romania;2008;39689.348
GAE;KTOE;RO;Romania;2009;34807.408
GAE;KTOE;RO;Romania;2010;35020.942
GAE;KTOE;RO;Romania;2011;35760.615
GAE;KTOE;RO;Romania;2012;34998.756
GAE;KTOE;RO;Romania;2013;31909.419
GAE;KTOE;RO;Romania;2014;31665.416
GAE;KTOE;RO;Romania;2015;31917.548
GAE;KTOE;RO;Romania;2016;31826.369
GAE;KTOE;RO;Romania;2017;33562.493
GAE;KTOE;RO;Romania;2018;33610.239
GAE;KTOE;RO;Romania;2019;33239.401
GAE;KTOE;RO;Romania;2020;32264.950
GAE;KTOE;RO;Romania;2021;34324.984
GAE;KTOE;RO;Romania;2022;31672.400
GAE;KTOE;RO;Romania;2023;30792.411
GAE;KTOE;RS;Serbia;2004;18098.552
GAE;KTOE;RS;Serbia;2005;16047.368
GAE;KTOE;RS;Serbia;2006;17065.453
GAE;KTOE;RS;Serbia;2007;16601.274
GAE;KTOE;RS;Serbia;2008;16874.035
GAE;KTOE;RS;Serbia;2009;15230.394
GAE;KTOE;RS;Serbia;2010;15607.789
GAE;KTOE;RS;Serbia;2011;16325.133
GAE;KTOE;RS;Serbia;2012;14610.215
GAE;KTOE;RS;Serbia;2013;14949.826
GAE;KTOE;RS;Serbia;2014;13374.319
GAE;KTOE;RS;Serbia;2015;14833.155
GAE;KTOE;RS;Serbia;2016;15452.723
GAE;KTOE;RS;Serbia;2017;15763.122
GAE;KTOE;RS;Serbia;2018;15545.308
GAE;KTOE;RS;Serbia;2019;15433.619
GAE;KTOE;RS;Serbia;2020;15966.590
GAE;KTOE;RS;Serbia;2021;16244.210
GAE;KTOE;RS;Serbia;2022;16434.371
GAE;KTOE;RS;Serbia;2023;15970.275
GAE;KTOE;SE;Sweden;2004;54569.982
GAE;KTOE;SE;Sweden;2005;53345.256
GAE;KTOE;SE;Sweden;2006;52196.973
GAE;KTOE;SE;Sweden;2007;51927.911
GAE;KTOE;SE;Sweden;2008;51640.456
GAE;KTOE;SE;Sweden;2009;46936.505
GAE;KTOE;SE;Sweden;2010;52417.345
GAE;KTOE;SE;Sweden;2011;52559.917
GAE;KTOE;SE;Sweden;2012;52397.786
GAE;KTOE;SE;Sweden;2013;51500.536
GAE;KTOE;SE;Sweden;2014;51040.499
GAE;KTOE;SE;Sweden;2015;48852.398
GAE;KTOE;SE;Sweden;2016;51097.487
GAE;KTOE;SE;Sweden;2017;52650.353
GAE;KTOE;SE;Sweden;2018;52847.578
GAE;KTOE;SE;Sweden;2019;51765.146
GAE;KTOE;SE;Sweden;2020;47341.515
GAE;KTOE;SE;Sweden;2021;49717.886
GAE;KTOE;SE;Sweden;2022;47916.722
GAE;KTOE;SE;Sweden;2023;46953.801
GAE;KTOE;SI;Slovenia;2004;7297.197
GAE;KTOE;SI;Slovenia;2005;7584.263
GAE;KTOE;SI;Slovenia;2006;7542.448
GAE;KTOE;SI;Slovenia;2007;7654.263
GAE;KTOE;SI;Slovenia;2008;8083.847
GAE;KTOE;SI;Slovenia;2009;7095.664
GAE;KTOE;SI;Slovenia;2010;7272.289
GAE;KTOE;SI;Slovenia;2011;7271.707
GAE;KTOE;SI;Slovenia;2012;7011.145
GAE;KTOE;SI;Slovenia;2013;6841.715
GAE;KTOE;SI;Slovenia;2014;6610.783
GAE;KTOE;SI;Slovenia;2015;6569.516
GAE;KTOE;SI;Slovenia;2016;6842.152
GAE;KTOE;SI;Slovenia;2017;7071.420
GAE;KTOE;SI;Slovenia;2018;7082.868
GAE;KTOE;SI;Slovenia;2019;6934.077
GAE;KTOE;SI;Slovenia;2020;6457.192
GAE;KTOE;SI;Slovenia;2021;6632.781
GAE;KTOE;SI;Slovenia;2022;6375.414
GAE;KTOE;SI;Slovenia;2023;6080.809
GAE;KTOE;SK;Slovakia;2004;18259.703
GAE;KTOE;SK;Slovakia;2005;18698.938
GAE;KTOE;SK;Slovakia;2006;18540.666
GAE;KTOE;SK;Slovakia;2007;17756.179
GAE;KTOE;SK;Slovakia;2008;18262.551
GAE;KTOE;SK;Slovakia;2009;16690.193
GAE;KTOE;SK;Slovakia;2010;18428.207
GAE;KTOE;SK;Slovakia;2011;17865.061
GAE;KTOE;SK;Slovakia;2012;17301.629
GAE;KTOE;SK;Slovakia;2013;17452.292
GAE;KTOE;SK;Slovakia;2014;16130.826
GAE;KTOE;SK;Slovakia;2015;16850.477
GAE;KTOE;SK;Slovakia;2016;17003.816
GAE;KTOE;SK;Slovakia;2017;17883.333
GAE;KTOE;SK;Slovakia;2018;17534.083
GAE;KTOE;SK;Slovakia;2019;17018.262
GAE;KTOE;SK;Slovakia;2020;16446.618
GAE;KTOE;SK;Slovakia;2021;17792.853
GAE;KTOE;SK;Slovakia;2022;16626.605
GAE;KTOE;SK;Slovakia;2023;16438.978
GAE;KTOE;TR;Türkiye;2004;82861.140
GAE;KTOE;TR;Türkiye;2005;86341.272
GAE;KTOE;TR;Türkiye;2006;94848.215
GAE;KTOE;TR;Türkiye;2007;102262.149
GAE;KTOE;TR;Türkiye;2008;100138.646
GAE;KTOE;TR;Türkiye;2009;99994.547
GAE;KTOE;TR;Türkiye;2010;105747.791
GAE;KTOE;TR;Türkiye;2011;112994.299
GAE;KTOE;TR;Türkiye;2012;118104.141
GAE;KTOE;TR;Türkiye;2013;114952.965
GAE;KTOE;TR;Türkiye;2014;123324.482
GAE;KTOE;TR;Türkiye;2015;133215.061
GAE;KTOE;TR;Türkiye;2016;140526.971
GAE;KTOE;TR;Türkiye;2017;151296.854
GAE;KTOE;TR;Türkiye;2018;149051.401
GAE;KTOE;TR;Türkiye;2019;151040.534
GAE;KTOE;TR;Türkiye;2020;148608.858
GAE;KTOE;TR;Türkiye;2021;162358.518
GAE;KTOE;TR;Türkiye;2022;160103.683
GAE;KTOE;TR;Türkiye;2023;162909.177
GAE;KTOE;UA;Ukraine;2004;142064.246
GAE;KTOE;UA;Ukraine;2005;141228.928
GAE;KTOE;UA;Ukraine;2006;135626.388
GAE;KTOE;UA;Ukraine;2007;139717.262
GAE;KTOE;UA;Ukraine;2008;134981.935
GAE;KTOE;UA;Ukraine;2009;114864.837
GAE;KTOE;UA;Ukraine;2010;132795.468
GAE;KTOE;UA;Ukraine;2011;126863.602
GAE;KTOE;UA;Ukraine;2012;122899.079
GAE;KTOE;UA;Ukraine;2013;116383.204
GAE;KTOE;UA;Ukraine;2014;105889.728
GAE;KTOE;UA;Ukraine;2015;93112.957
GAE;KTOE;UA;Ukraine;2016;91863.089
GAE;KTOE;UA;Ukraine;2017;89767.891
GAE;KTOE;UA;Ukraine;2018;93850.613
GAE;KTOE;UA;Ukraine;2019;89641.456
GAE;KTOE;UA;Ukraine;2020;86582.654
GAE;KTOE;UK;United Kingdom;2004;235278.675
GAE;KTOE;UK;United Kingdom;2005;236864.488
GAE;KTOE;UK;United Kingdom;2006;233657.759
GAE;KTOE;UK;United Kingdom;2007;226099.198
GAE;KTOE;UK;United Kingdom;2008;223714.607
GAE;KTOE;UK;United Kingdom;2009;207308.898
GAE;KTOE;UK;United Kingdom;2010;215795.147
GAE;KTOE;UK;United Kingdom;2011;200886.424
GAE;KTOE;UK;United Kingdom;2012;204604.187
GAE;KTOE;UK;United Kingdom;2013;201320.840
GAE;KTOE;UK;United Kingdom;2014;190352.358
GAE;KTOE;UK;United Kingdom;2015;193599.379
