country;year;co2;co2_per_capita;primary_energy_consumption;population;gdp;annual_co2_tonnes;energy_available_final_consumption_ktoe;gross_available_energy_ktoe;net_energy_supply_ktoe;renewables_share_pct;public_rd_investment;private_rd_investment;clean_energy_patents;ghg_total_kt_co2eq;ghg_agriculture_kt_co2eq;ghg_buildings_kt_co2eq;ghg_dom_avi_kt_co2eq;ghg_dom_ship_kt_co2eq;ghg_energy_kt_co2eq;ghg_indirect_kt_co2eq;ghg_industry_kt_co2eq;ghg_off-shore_kt_co2eq;ghg_transport_kt_co2eq;ghg_waste_kt_co2eq
Austria;2004;77.694;9.506;422.457;8173494.0;303692480512.0;77715920.0;26806.511;33098.782;32507.505;22.553;33.534;174.0381592;43.446322543;95934.2733457807;7590.540297210364;14426.2932049294;105.3466884408;53.8698537102;18082.39125181075;327.7362367256247;27618.42225697439;;23977.10199762448;3752.571558355759
Austria;2005;79.092;9.611;431.35;8229204.0;311441129472.0;79095480.0;27342.453;34402.13;33735.641;24.353;33.6;293.6932648;61.847107322999996;96426.7070872729;7464.54789597728;14068.22182082624;106.5410465928;53.9497309146;18500.27910083277;334.4021980799577;27641.481047143803;;24675.93022412445;3581.354022781048
Austria;2006;76.812;9.288;425.865;8269902.0;323236888576.0;76796200.0;27769.393;34712.085;34018.889;26.276;42.399;267.2387971;62.970266086;93988.5592641512;7491.985615736713;13751.00548844785;111.9967813808;56.6061375606;17527.64741965741;318.0115754027263;27798.5784402615;;23501.1782320158;3431.5495736886587
Austria;2007;74.112;8.932;420.066;8296949.0;336303980544.0;74092160.0;27136.885;34120.399;33384.038;28.144;31.886;369.3527196;97.257773146;91004.8223994214;7484.711304455832;11780.96258176248;114.4471336204;55.3865186034;16493.54484236393;305.74211949631103;27773.40609178261;;23685.24214874798;3311.37965858864
Austria;2008;73.49;8.829;424.56;8323250.0;342892511232.0;73466480.0;27165.093;34391.508;33654.856;28.788;71.167;341.98227860000003;94.42288051700001;90597.5901327951;7474.865334041671;12132.14107236364;112.1272850072;54.0583132416;15882.14159591525;288.2240850146805;28811.007910767188;;22641.82877551317;3201.195760930189
Austria;2009;67.307;8.065;409.772;8345072.0;331119034368.0;67301760.0;26522.384;32651.028;32012.06;31.039;92.27;538.5588123;121.384269753;82997.0065932056;7449.3974657597355;11222.31680557541;109.4496247104;55.5799003788;14507.68509136681;265.85859750188547;24584.829340048767;;21797.746480473288;3004.143287390927
Austria;2010;72.008;8.608;421.558;8365087.0;338832261120.0;72000250.0;27768.93;34854.184;34165.928;31.205;120.979;983.2804089999998;142.00736040500001;89121.0499720848;7648.560373590333;11509.3881325891;106.1111769672;57.053359863;17121.39939378425;266.5947066850868;26921.09774441355;;22612.61762857998;2878.2274556128
Austria;2011;69.901;8.328;395.869;8393272.0;349713465344.0;69891710.0;26761.826;33840.088;33120.811;31.552;120.823;672.6891025;146.712886322;87329.9585771925;7672.739884238;10198.07165947323;105.0019486972;61.1249468424;16850.38500160154;244.50948440627582;27690.826394954882;;21792.26102777379;2715.03822920536
Austria;2012;67.274;7.979;414.402;8431598.0;352093110272.0;67260344.0;27055.068;33740.804;33041.368;32.734;120.101;954.0398582;213.976737252;83977.4446526485;7542.045055299049;9816.61010332223;98.578086062799;56.0540512344;15013.20490531653;234.8956117223807;26918.4340702431;;21739.51743217446;2558.105337274102
Austria;2013;67.767;7.99;410.852;8481411.0;352182894592.0;67758860.0;27626.391;34136.106;33467.556;32.665;124.555;781.9219515;208.48042789500002;84490.3271544821;7574.102864453212;10093.99023868196;98.009428007599;59.392037841;14330.27221355343;237.6378991462013;26484.655801061683;;23205.95423054516;2406.312441190903
Austria;2014;64.166;7.507;394.889;8547812.0;354511814656.0;64158736.0;26642.594;32938.236;32270.341;33.55;143.097;770.982999;232.579202062;80820.6368681188;7678.5057782150425;8984.46205991164;94.8656191896;66.1465744254;12403.67259926015;220.9145905706942;26336.721786759823;;22749.22846309857;2286.119396687668
Austria;2015;66.357;7.677;396.383;8644037.0;358108266496.0;66357780.0;27278.875;33741.875;33027.98;33.497;128.41400000000002;758.843221;196.184415468;82261.7128887711;7677.302498817868;9454.060528092701;95.4373974732;67.9187654406;13443.601174736139;211.7115198349302;25892.997083503462;;23260.61526055925;2158.068660311954
Austria;2016;67.217;7.693;409.651;8737920.0;365232717824.0;67218740.0;27964.856;34209.391;33429.285;33.37;140.893;540.268869;144.240873906;82700.76900008779;7680.288427226361;9703.38915980162;93.8456399496;70.4427229008;12989.37043469253;211.63545904382485;25757.382120008228;;24093.30574756429;2101.109288900402
Austria;2017;69.598;7.91;417.569;8798780.0;373481668608.0;69601480.0;28186.935;34824.866;34070.053;33.136;139.335;539.14658;0.0;84857.6739084389;7576.059092768083;9888.97967038324;89.4227403544;73.827267168;14421.85334272086;207.40138962196747;25940.47226996962;;24653.88295996825;2005.7751754836502
Austria;2018;66.562;7.528;408.402;8841652.0;382540021760.0;66566510.0;27892.29;34028.126;33184.811;33.784;144.061;0.0;0.0;81792.6082287012;7439.029984387136;9032.85080499598;93.486497004399;80.3764879608;13099.89310381339;197.50908525166668;25034.54839079639;;24892.35073427928;1922.563140211984
Austria;2019;67.946;7.651;427.96;8880875.0;388344676352.0;67951230.0;28339.587;34782.999;33808.518;33.755;0.0;0.0;0.0;83134.2279236775;7404.064980565311;9277.67740083697;77.432665151601;89.6703453402;13223.10216096578;190.7613924390676;26067.10161099456;;24933.4430011516;1870.9743662332598
Austria;2020;62.176;6.969;400.144;8921402.0;363281088512.0;62179828.0;27093.933;32303.729;31971.269;36.545;0.0;0.0;0.0;76972.656221693;7358.2154856598345;9284.21683082953;50.0821820896;24.731942745;11602.22948865155;167.904519469308;24843.58499159105;;21833.40438396989;1808.28639668754
Austria;2021;65.757;7.333;406.033;8967053.0;379835219968.0;65751344.0;28593.994;34170.475;33753.843;34.643;;;;80078.0938876287;7304.296498160332;10183.65389999458;49.3152062808;37.739537424;12434.35596720369;169.82249574799172;25516.155033921557;;22598.56354387221;1784.191705022904
Austria;2022;61.489;6.783;379.769;9064679.0;398815395840.0;61454140.0;26937.705;32737.087;32112.497;34.057;;;;76079.2232871149;7311.058764864222;8555.86074255757;54.4310359604;65.9543591004;11289.96640297795;156.31861074896753;25695.71485664249;;21227.67094717623;1722.247567085949
Austria;2023;58.578;6.416;384.811;9130434.0;;56908956.0;26026.656;32025.547;31151.025;41.6;;;;71596.34239015605;7212.17969373178;7550.39363193436;55.469232088888;67.748014759449;10164.51893280643;142.52217457998117;24292.45608168768;;20436.84035109654;1674.21427747092
Belgium;2004;128.782;12.358;764.62;10421298.0;372499152896.0;128811736.0;42120.703;67378.243;58450.341;1.916;0.0;81.971097;37.939042674;147119.6645083512;10405.37108360526;31462.20067508711;12.7079272516;784.8865166538;25357.24159062011;385.9365365351286;47603.5048783375;;26474.00928781441;4633.806012447375
Belgium;2005;125.64;11.99;756.118;10478883.0;380840050688.0;125657690.0;41622.613;66918.791;58129.446;2.325;0.0;60.964399799999995;30.744625697;143915.4808762462;10190.193779280606;30998.51287091101;10.2277875428;730.2978776676;25950.980439033257;367.6080610202617;45527.03129054167;;25734.04794305745;4406.580827192418
Belgium;2006;123.884;11.744;758.241;10548446.0;390874955776.0;123900460.0;40286.971;66882.994;57412.59;2.658;0.0;83.597555;29.38175273;140468.9293019188;10039.342226284258;28657.31490140734;10.8473443296;472.8520459384;25507.249253105238;350.830640954048;44789.35241828424;;26404.73260148104;4236.407870134237
Belgium;2007;120.481;11.339;763.469;10625490.0;404721958912.0;120493400.0;38804.551;66853.035;56304.575;3.14;94.263;163.2953511;50.427211628;137895.0115174656;10028.158176482919;25317.58544683276;11.7766759076;492.800125582;25248.609759140676;337.00967949185747;44990.02985912531;;27222.02939788446;4247.012397018339
Belgium;2008;120.18;11.222;775.734;10709710.0;408290525184.0;120204350.0;41696.261;69018.706;58074.46;3.611;0.0;198.6950089;63.544275616;139585.5402703938;9943.486592443003;29446.191091570232;13.636626062;488.4667921838;23820.52068129206;327.368542902435;44108.00422909713;;27295.97481709949;4141.890897742996
Belgium;2009;107.78;9.968;715.849;10812936.0;399489957888.0;107806790.0;39787.384;63630.864;55350.647;4.746;0.0;261.6441691;79.792380303;132052.1679043465;10048.479281661925;27475.30326096657;13.0170692752;413.494159726;22284.655101548517;312.2827867006511;40941.0490718312;;26552.70945280261;4011.1777198324558
