country;year;co2;co2_per_capita;primary_energy_consumption;population;gdp;annual_co2_tonnes;energy_available_final_consumption_ktoe;gross_available_energy_ktoe;net_energy_supply_ktoe;renewables_share_pct;public_rd_investment;private_rd_investment;clean_energy_patents;ghg_total_kt_co2eq;ghg_agriculture_kt_co2eq;ghg_buildings_kt_co2eq;ghg_dom_avi_kt_co2eq;ghg_dom_ship_kt_co2eq;ghg_energy_kt_co2eq;ghg_indirect_kt_co2eq;ghg_industry_kt_co2eq;ghg_off-shore_kt_co2eq;ghg_transport_kt_co2eq;ghg_waste_kt_co2eq
Belgium;2010;114.49;10.468;764.721;10936620.0;411261698048.0;114562660.0;42983.415;68269.487;59297.754;6.004;56.086;282.357673;84.319353766;140495.0056161885;10148.083951344473;29944.88744549456;14.566597612;490.6298195422;23303.975271184314;313.1786565036628;46784.00646293214;;25640.430931767878;3855.246479806327
Belgium;2011;105.098;9.521;713.592;11038627.0;420934221824.0;105158970.0;39617.581;63388.112;55177.125;6.302;150.846;250.3260563;93.606378667;129905.0117724795;10027.09102158802;24622.21333537811;15.1867871664;470.3560081084;20469.722597673117;287.7656066448078;45078.0760635785;;25262.07616521185;3672.524187131105
Belgium;2012;102.435;9.222;684.924;11107524.0;424045838336.0;102486240.0;39175.135;60382.375;52993.133;7.086;210.797;224.56712420000002;114.28888042599999;128058.85380978641;9883.835705841731;25856.51113142815;14.2561828488;455.7580181542;19586.376310272863;277.9301661398633;44045.43847824411;;24511.9214877204;3426.826329135626
Belgium;2013;102.762;9.208;701.93;11160277.0;425993273344.0;102815960.0;41361.594;62641.588;55212.25;7.671;194.75799999999998;164.4298921;84.915645799;129231.4693462307;9693.28804984856;28230.58072595407;14.565317668;465.3851497076;17798.22667520266;275.2425294029221;45454.61706586899;;24003.1670405754;3296.396792003343
Belgium;2014;97.034;8.656;650.872;11210111.0;432717692928.0;97080950.0;39728.547;59003.446;52292.301;8.038;166.84300000000002;209.125189;82.87709111299999;122512.0315587464;9743.100137759533;22465.860063369368;13.3268440664;443.8391854916;16576.778026600085;260.2730432327181;45562.5998223957;;24257.15865720193;3189.0957786279487
Belgium;2015;101.275;8.982;657.449;11275332.0;441551454208.0;101327496.0;40975.576;59503.333;52236.174;8.06;161.253;175.501173;79.17652014699999;127192.414349327;9877.809415775297;25342.10748499681;14.5672303796;431.407548956;17447.151179909335;259.2615113637055;44763.42764270781;;25931.6485860766;3125.03374916096
Belgium;2016;99.742;8.801;709.505;11332704.0;447144493056.0;99816290.0;40922.957;63147.197;55044.281;8.744;164.495;176.67101599999998;84.777778242;126103.1205245019;9818.420873580295;25245.22425340444;11.468813678;418.3383874178;16176.112366993097;251.6426571556683;45473.601855761095;;25645.350784555998;3062.9605319552093
Belgium;2017;99.192;8.719;716.058;11376583.0;454386384896.0;99282190.0;40674.916;63923.921;54849.071;9.136;159.666;79.46674300000001;0.0;124080.5771191492;9539.582722730109;25068.93046863477;12.0883704648;425.3904104388;16043.265998423372;239.3089346522968;44674.88084492163;;25041.00910501887;3036.1202638659433
Belgium;2018;100.159;8.764;714.225;11428609.0;462533263360.0;100256370.0;41095.643;63991.348;53022.951;9.472;82.694;0.0;0.0;124696.7165338976;9704.179892582617;24779.48967012137;13.0177020428;417.7715026092;16270.43091821832;231.78375035844078;45210.48685753425;;25130.27532717026;2939.28091326027
Belgium;2019;99.684;8.675;738.434;11490622.0;472898011136.0;99798730.0;40087.417;64307.101;54405.231;9.929;0.0;0.0;0.0;124392.61191808041;9676.081530432404;24312.07097237521;12.0883704648;393.2397001128;16750.802836760435;220.1540918231706;45246.79371251865;;24831.78947167496;2949.59123191692
Belgium;2020;91.228;7.905;664.012;11540103.0;447544098816.0;91254550.0;38245.772;57821.557;50246.694;13.0;0.0;0.0;0.0;115672.12252909421;9657.027966278325;23874.02680075727;10.5382093604;387.5081688912;15829.78479222019;197.9319041428764;42222.91386878121;;20608.58625542057;2883.804563241801
Belgium;2021;94.886;8.2;738.345;11570842.0;474995851264.0;94928070.0;40996.1;64174.931;55087.801;13.017;;;;119521.4178010664;9458.359917619666;25248.0679782825;10.8486241236;387.5081688912;14828.127963023246;205.4579015319327;43874.54134208655;;22773.85789872552;2734.648006781876
Belgium;2022;89.002;7.645;694.486;11641813.0;489678405632.0;88914970.0;37112.622;59730.663;50333.049;13.831;;;;111988.3823663153;9185.42120057548;21299.98853951336;11.1590388868;393.2587850918;15112.406288062295;187.0278679483099;40327.27822754056;;22957.97617705486;2513.866241641094
Belgium;2023;83.368;7.118;642.063;11712894.0;;84703360.0;36585.543;55904.201;47223.846;14.673;;;;107226.2636040419;8905.547719023201;20660.88127098295;10.538246556221;371.27682850707;12570.973266838206;172.66102366672948;38773.78376679723;;23365.07435023791;2395.527131431311
Bulgaria;2004;49.624;6.404;217.915;7749431.0;83228672000.0;49537290.0;9984.239;19082.766;18811.201;9.231;0.0;4.895476;3.027777784;64062.472790019594;5292.86695059241;2546.1800268155303;59.018992107599;0.0;26897.20740893818;184.540992399681;17089.38167490311;;6992.57204057092;5000.70470369226
Bulgaria;2005;50.685;6.587;236.086;7695047.0;89684787200.0;50600356.0;10513.7;20193.869;19892.423;9.173;0.0;0.31923;1.100000001;64977.377364670996;5000.9892477455105;2541.0410543756298;40.3795306824;0.0;26888.18957025178;190.937044114831;17355.7909213036;;7833.95209940485;5126.09789679242
Bulgaria;2006;51.922;6.796;240.701;7640290.0;96404594688.0;51837492.0;10927.892;20796.798;20510.565;9.415;0.0;0.0;2.5;66251.8756749283;4842.98872598993;2794.52162914745;74.556945150799;0.0;27064.96482677854;194.42158519899;17867.38250048577;;8232.83789806941;5180.20156410714
Bulgaria;2007;55.751;7.348;232.64;7586895.0;104058200064.0;55669220.0;10737.803;20403.12;20168.797;9.098;0.0;0.0;0.0;70034.19353034231;4942.85401530304;2464.79742471846;123.9156944088;0.0;30496.281006707362;196.662626939554;18743.7634880098;;7911.1175674632195;5154.80170679309
Bulgaria;2008;54.109;7.18;230.224;7535590.0;110900338688.0;54025910.0;10740.204;20157.848;19823.899;10.345;0.0;19.773595999999998;9.333333374;66924.7556925475;4726.5892565471095;2202.46978807711;40.2784324224;0.0;30724.82258305289;187.851288456302;15492.50488897369;;8377.577587981079;5172.66186703669
Bulgaria;2009;45.837;6.121;202.106;7488018.0;107365072896.0;45750250.0;9228.803;17777.004;17418.998;12.005;0.0;5.046197;2.975000009;58664.1332772522;4941.72427323799;1952.36586673;71.257431670799;0.0;27935.73594416538;165.209012540108;10367.71882346488;;8018.34946944664;5211.77245599673
Bulgaria;2010;47.9;6.44;211.471;7437594.0;109045211136.0;47815700.0;9238.942;18012.371;17748.48;13.927;0.0;1.37175;3.071428597;61639.7102963618;4823.59531782119;2146.7946864784;46.4742884664;0.0;29915.450527012523;171.868491144335;11459.84585366168;;7823.5831200822595;5252.09801169541
Bulgaria;2011;53.205;7.209;224.607;7380021.0;109435363328.0;53120460.0;9669.717;19275.496;19030.567;14.152;0.0;3.609707;8.200000032;67301.9442425388;4889.73361778605;2417.32340983159;65.0615684224;0.0;34549.85958690282;173.11757072353;11939.85631531226;;7975.68758183606;5291.30459172347
Bulgaria;2012;48.361;6.609;213.428;7317021.0;110261510144.0;48276560.0;9599.231;18458.681;18231.765;15.837;0.0;12.073347;8.444444462;62435.3225780046;5294.96157777767;2378.82589283827;34.082871758799;0.0;29824.86657000221;163.88790759517002;11236.41756193638;;8287.84286977336;5214.43732632318
Bulgaria;2013;42.726;5.881;198.108;7264606.0;109643522048.0;42582988.0;9173.026;17175.487;16926.06;18.898;0.0;8.058271;4.333333403999999;57046.4221155473;5356.00482819805;2083.3949249979;37.1806484884;0.0;25764.76400814954;149.837765525565;11220.77424194055;;7332.17144754182;5102.29425070497
Bulgaria;2014;45.251;6.265;211.55;7223451.0;110703534080.0;45169064.0;9495.222;17955.616;17704.737;18.05;0.0;8.64407;3.473684214;60525.7439484667;6219.65351890223;1802.96373204819;27.8870085104;0.0;27536.43656215759;157.643467244664;11647.75494851356;;8219.41308737116;4913.99162371953
Bulgaria;2015;48.204;6.716;224.68;7177516.0;114498609152.0;48127124.0;10065.15;18767.777;18504.383;18.261;0.0;18.336364999999997;7.000000179;62718.5802966106;5722.81419299725;1954.7169848506699;40.2784324224;0.0;28340.478333222884;162.93022374084;12532.42964986436;;9011.09159551465;4953.840883998279
Bulgaria;2016;45.419;6.372;213.117;7127436.0;117979078656.0;45343750.0;10039.888;18371.373;18081.015;18.76;0.0;7.25951;3.0;60308.8916996705;6352.37123336787;1999.0131810581101;58.8599191824;0.0;25016.2780510893;159.178285081175;12659.848997395471;;9110.8546566941;4952.487375801789
Bulgaria;2017;47.521;6.716;218.174;7075639.0;121237946368.0;47445844.0;10269.856;19015.831;18697.785;18.695;0.0;2.8101000000000003;0.0;62568.289887658495;6261.91643099155;2065.6831637615;62.1123773924;0.0;26383.739006194228;160.130067677037;13414.297360090291;;9252.2392369303;4968.17224462031
Bulgaria;2018;43.577;6.203;218.814;7024746.0;124492857344.0;43503330.0;10381.904;18943.773;18605.594;20.581;0.0;0.0;0.0;59359.6131117762;6112.13024121079;1894.82660719084;52.835009360399;0.0;23034.72155005591;154.524830562751;13764.85159066402;;9469.9986303703;4875.72465236141
Bulgaria;2019;42.267;6.059;211.551;6975467.0;129520074752.0;42194980.0;10151.357;18748.773;18434.751;21.545;0.0;0.0;0.0;57793.5535100282;6212.5151715701395;1846.82377998632;21.7234801288;0.0;21390.1584503575;151.186701755137;13750.41695125495;;9614.7581343484;4805.970840627
Bulgaria;2020;36.644;5.285;195.374;6933654.0;124392792064.0;36571028.0;10183.195;17798.37;17576.063;23.319;0.0;0.0;0.0;52582.5379442638;6451.60986786126;1860.96507850479;11.683107992;0.0;17397.94281877939;137.39074338593;12906.067640234789;;9046.3498352346;4770.52885227093
Bulgaria;2021;42.425;6.169;221.896;6877222.0;133889810432.0;42365030.0;10823.27;19370.939;19121.85;19.394;;;;59171.939452795996;6372.63405402655;2145.01974175508;15.258521208;0.3734341182;21615.011834479108;148.248273182773;14476.75611283165;;9727.8067552863;4670.83072590877
Bulgaria;2022;46.966;6.881;229.475;6825863.0;138390159360.0;46931790.0;10265.61;19635.766;19348.531;19.079;;;;62743.1968613127;6155.67016278376;1645.69556457886;24.0038198124;0.4999948146;26196.667826596313;150.567890884367;14209.15675666626;;9732.0792503837;4628.8555947926
Bulgaria;2023;36.094;5.311;199.267;6795804.0;;34500948.0;9991.576;17393.086;17090.572;23.151;;;;49664.66566955693;6123.83131178445;1376.07171699332;17.545892186057;0.4621322919739;15138.63810269754;123.400837568616;12449.51681139934;;9964.285400697;4470.91346393852
Croatia;2004;22.855;5.303;110.541;4310054.0;69483831296.0;22852690.0;7637.192;9681.035;9587.281;23.404;0.0;4.31136;1.666666687;29222.1837546251;3024.498398846051;4353.5885923980795;36.410260299599;92.6786904444;5098.50225183524;93.6198155141796;9730.73507425432;;5165.6338949378005;1626.51677609509
Croatia;2005;23.298;5.401;109.285;4313946.0;73522774016.0;23295552.0;7841.93;9850.906;9739.803;23.691;0.0;0.318052;0.125;29284.965578601397;3017.041499496733;4413.7315096103;36.4102602996;102.2660485506;5114.52481120441;95.45216615818569;9630.04162729907;;5360.01603333521;1515.48162264701
Croatia;2006;23.499;5.445;107.95;4315802.0;78256431104.0;23496198.0;7834.132;9795.038;9686.866;22.668;0.0;0.0;0.028985506;29715.120755353;3115.978788724152;4129.9372378313;39.5774154012;105.4621438668;5071.1182615808;95.1464101493376;9805.43899732044;;5711.154412100919;1641.3070883777
Croatia;2007;24.805;5.747;108.455;4315957.0;83591430144.0;24801760.0;7918.54;10181.539;10065.763;22.161;0.0;2.283438;0.600000009;31259.6948222452;3018.961902111093;3802.82816041144;39.5774154012;108.6579249138;5984.27356511632;98.9566725653741;10397.39824064395;;6144.12786037591;1664.9130807061701
Croatia;2008;23.52;5.451;107.864;4314634.0;86620962816.0;23515656.0;8022.905;9939.752;9812.477;21.986;0.0;0.0;1.0;30125.976194390903;2942.758981029458;3895.27146125346;39.5774154012;135.0417780708;5391.27999490948;95.1622312140454;9846.73784457224;;6054.68239069473;1725.4640972450002
Croatia;2009;21.756;5.047;106.489;4310537.0;81451696128.0;21752318.0;7703.484;9570.16;9473.44;23.596;0.0;0.505947;0.166666672;28301.2572202667;2661.731239370033;3959.26726677768;36.410260299599;148.257821082;4576.03669469341;91.47984455101371;9016.32992287123;;6005.41162161663;1806.33254900512
Croatia;2010;20.986;4.879;108.264;4301152.0;81303797760.0;20978134.0;7727.569;9477.759;9372.252;25.103;0.0;24.33979;5.014285803;27834.6084867042;2619.977606188763;4050.12430586716;30.0762454768;118.1039028198;4246.78950164987;85.76370401639439;9039.12709088294;;5795.98815033357;1848.65797946878
Croatia;2011;20.621;4.817;94.448;4280827.0;82302803968.0;20614658.0;7473.52;9284.118;9156.651;25.389;0.0;5.15452;2.314285703;27543.7349450885;2741.960635940921;3790.91477500074;33.2434005784;119.3820880344;4472.02355124721;83.42569300512801;8730.62050558441;;5674.57004576066;1897.59424993724
Croatia;2012;19.056;4.474;87.595;4259234.0;80383803392.0;19050020.0;7092.844;8728.915;8614.754;26.757;0.0;4.660803;1.199999988;25994.7375698326;2927.798534793989;3467.30056582996;30.0762454768;113.3100703734;4054.31759216753;77.71641682806508;7941.7023346571;;5471.9447990463195;1910.5710106594402
Croatia;2013;18.406;4.339;96.073;4242404.0;80064094208.0;18401342.0;7007.473;8559.519;8434.858;28.04;0.0;2.993898;2.500000016;25586.7210436926;2897.042198443174;3309.20024421277;30.0762454768;124.6368525966;3840.0154429241497;76.82033504855373;7895.02591614593;;5543.70814062055;1870.19566822449
Croatia;2014;17.657;4.185;96.009;4219485.0;79720243200.0;17649938.0;6671.967;8156.192;8030.511;27.817;0.0;0.0;0.0;24945.3067501235;2864.955865873195;2997.8822656654;30.0762454768;137.4202985364;3251.8786628551898;72.42049497781142;8209.35988071203;;5477.08030379668;1904.23273223018
Croatia;2015;17.803;4.255;91.02;4183732.0;81731108864.0;17793892.0;7016.573;8508.426;8387.91;28.969;0.0;2.12458;1.0;25577.708941718098;2935.8427514999257;3248.58590858123;32.9288519368;131.0284221732;3311.96306106538;73.96322055485996;8167.1911416613;;5795.47969872835;1880.72588551696
Croatia;2016;18.09;4.373;94.731;4136438.0;84640153600.0;18079278.0;7049.521;8583.007;8454.603;28.266;0.0;3.12074;2.285714298;26112.556698966902;3106.2576365785008;3302.2412909474497;33.2434005784;134.2245174894;3569.01711336316;73.17513895975013;7953.65229702784;;6008.7851338233795;1931.9601701987501
Croatia;2017;18.719;4.589;94.783;4079198.0;87528488960.0;18713126.0;7328.457;8888.239;8734.018;27.28;0.0;0.0;0.0;26788.0412905855;3059.710981879471;3319.10739877902;31.9765428604;141.5747278476;3157.55599639909;75.47425176886134;8549.01779850476;;6479.18903257167;1974.43455997473
Croatia;2018;17.703;4.398;98.16;4024868.0;89979863040.0;17694512.0;7169.205;8696.791;8491.654;28.047;0.0;0.0;0.0;25711.6743742902;2964.0236175234577;3225.47945143959;32.2932554888;150.8425340382;2614.93894947315;70.21031551061199;8506.945131365941;;6229.77967747641;1917.16144197399
Croatia;2019;17.83;4.473;95.813;3986338.0;93057982464.0;17820422.0;7289.787;8814.045;8589.513;28.466;0.0;0.0;0.0;26010.8857987741;2997.995596154541;3125.02371005738;32.29542668;156.9145591818;2883.7047733425898;70.33622554050027;8456.20442966402;;6399.62430013859;1888.7867780145798
Croatia;2020;16.882;4.27;91.378;3953957.0;85073362944.0;16870106.0;6964.498;8323.132;8248.778;31.023;0.0;0.0;0.0;25434.961931381502;3073.562465457013;3202.01495875836;16.7766663852;128.4720442614;2871.79830175304;64.47716130679117;8554.55947738757;;5628.84679599277;1894.4540600794799
Croatia;2021;17.411;4.436;98.312;3924607.0;96194363392.0;17402972.0;7300.983;8718.183;8596.096;31.285;;;;25537.9885908217;2901.292505842225;3365.02481569836;22.4753801404;149.8838932566;2967.4225524182;66.67580776701519;8267.41183476622;;6063.94124843799;1733.86055249466
Croatia;2022;17.608;4.507;93.167;3907031.0;102284648448.0;17585164.0;6912.119;8526.917;8322.109;28.088;;;;25394.7392093848;2567.564271312468;3191.09146963872;25.9611164768;154.6061239544;3277.99641113718;65.49577273606995;7809.22400417477;;6543.00612944737;1759.79391050703
Croatia;2023;17.524;4.498;101.162;3896024.0;;18467598.0;7221.552;8865.412;8642.862;28.088;;;;26802.40850272853;2422.78167738467;3053.74912876039;30.39298804873;149.4927395924;3262.84263038041;64.78448723485849;8592.41984120479;;7389.56979258643;1836.37521753583
Cyprus;2004;7.787;7.65;31.228;1017877.0;21975894016.0;7787102.0;1489.41;2567.622;2202.15;3.071;0.0;10.817188;2.381151423;9123.8350938336;547.00763956534;246.51337151345;0.0;0.0;3317.5826428439;35.502702923293;2470.0328447847;0.0;2012.1059650938;495.08992710909
Cyprus;2005;7.958;7.68;34.993;1036156.0;23006189568.0;7951671.0;1492.137;2835.35;2241.949;3.131;0.0;31.578318;7.556944518;9233.5410038361;504.3895364713;566.30011450282;0.0;0.0;3527.7040148404;33.196516201777;2049.337408451;0.0;2051.2481621242;501.36525124472
Cyprus;2006;8.186;7.763;34.412;1054425.0;24267407360.0;8183131.0;1577.224;2940.847;2331.685;3.263;0.0;21.65459;4.899441547;9352.0519019972;522.38496311277;691.94991709207;0.0;0.0;3605.4648675733;31.459908833557;1954.5401088066;0.0;2038.775131957;507.4770046219
Cyprus;2007;8.504;7.928;34.987;1072726.0;25673703424.0;8475067.0;1667.79;3038.352;2463.162;4.001;0.0;11.863201199999999;2.670075726;9665.153161639;504.39573950082;670.2329559398;0.0;0.0;3790.5686203374;32.959023620167;1972.486215805;0.0;2172.8986795794;521.61192685635
Cyprus;2008;8.717;7.989;35.855;1091028.0;26913613824.0;8691636.0;1793.151;3173.389;2620.609;5.131;0.0;15.1706818;4.261484648;9876.6584416924;501.2827354105;648.21522606407;0.0;0.0;3963.3531593785;32.468944897044;1980.5651565071;0.0;2214.495014891;536.27820454411
Cyprus;2009;8.471;7.636;35.004;1109377.0;26682212352.0;8437988.0;1732.284;3063.635;2567.439;5.92;0.0;6.72154;2.671428606;9683.6837701103;493.5095000446;651.3201021374;0.0;0.0;4011.7404756575;31.19463059986;1728.7383920876;0.0;2215.0155874943;552.16508208902
Cyprus;2010;8.102;7.184;34.056;1127825.0;27285555200.0;8071821.0;1693.996;2945.147;2476.303;6.161;0.0;6.49347;1.288461514;9353.5098851227;504.20499518017;595.39271423768;0.0;0.0;3853.7814623733;30.407931189764;1535.2614207511;0.0;2262.696996238;571.76436515262
Cyprus;2011;7.789;6.794;33.725;1146492.0;27627898880.0;7792363.0;1626.447;2910.183;2403.869;6.245;0.0;1.36678;1.357142903;9136.6996066167;509.41453399829;653.25787986763;0.0;0.0;3717.5196794619;27.840388129504;1444.0576487718;0.0;2194.4651431474;590.14433324014
Cyprus;2012;7.264;6.233;31.605;1165402.0;26675451904.0;7261668.0;1519.766;2735.813;2262.439;7.111;0.0;9.944683;3.50000003;8603.9705110521;496.97454032565;624.33287009648;0.0;0.0;3527.6493148436;25.895071270667;1305.3811839068;0.0;2020.5793436818;603.15818692708
Cyprus;2013;6.584;5.561;28.278;1183899.0;24918237184.0;6578171.0;1386.031;2440.425;1955.962;8.428;0.0;14.136724;4.50000009;7924.5811696753;478.60411558488;550.25531068806;0.0;0.0;2811.715648528;22.532908773595;1624.5481809584;0.0;1815.2496203053;621.67538483708
Cyprus;2014;6.952;5.785;28.294;1201807.0;24475580416.0;6929789.0;1410.442;2477.117;2003.342;9.144;0.026393213;15.964179999999999;6.100000054000001;8339.7058689177;494.30846163305;498.97239910391;0.0;0.0;2912.1938485637;21.523925672314;2002.8330535857;0.0;1769.4185626824;640.45561767657
Cyprus;2015;6.973;5.718;29.184;1219504.0;25312503808.0;6952477.0;1437.817;2541.862;2054.544;9.903;0.103023112;11.5769;2.071428642;8406.4757378929;492.82167708541;557.16397367303;0.0;0.0;3009.9069795254;22.116512005182;1838.4346124848;0.0;1838.6385348817;647.39344823744
Cyprus;2016;7.375;5.961;31.737;1237116.0;26976335872.0;7349926.0;1513.183;2750.316;2188.57;9.833;0.24377796999999998;0.0;0.0;8828.7000627848;516.67717016935;556.33672184201;0.0;0.0;3267.8275526305;23.997298148852;1857.1339303371;0.0;1952.6553618952;654.07202776174
Cyprus;2017;7.505;5.984;32.596;1254273.0;28523085824.0;7469282.0;1590.235;2826.805;2259.845;10.478;0.514014342;12.57001;0.0;9032.948559946099;537.47268079447;566.35320297902;5.8459671536;2.0692232388;3272.1079446088;25.715898116201;1939.2278629624;0.0;2018.1120192651;666.04376082772
Cyprus;2018;7.323;5.763;32.462;1270743.0;30134013952.0;7324203.0;1634.286;2902.436;2308.403;13.873;0.823207613;0.0;0.0;8934.4400386437;555.00506483249;495.16669333729;5.6140070868;2.1588198912;3311.4205799555;25.580943639894;1828.1352256332;0.0;2030.3653235149;680.99338075235
Cyprus;2019;7.344;5.708;32.493;1286669.0;31800246272.0;7324482.0;1663.13;2903.469;2315.13;13.777;0.0;0.0;0.0;8976.870059992201;568.331332898;573.20812152914;4.1462618792;2.8148343984;3258.5133044175;25.749044682683;1812.7610874719;0.0;2050.3579240998;680.9881486156
Cyprus;2020;7.015;5.387;28.281;1302250.0;30409793536.0;6903173.0;1568.352;2558.567;2187.784;16.879;0.0;0.0;0.0;8612.908414731199;618.92007268899;541.2041143331;4.3812333852;1.1506726494;2996.547639747;24.902550307759;1963.1272420705;0.0;1786.115271393;676.55961815622
Cyprus;2021;7.17;5.443;29.842;1317312.0;32428679168.0;6950782.0;1622.706;2662.036;2251.763;19.069;;;;8756.3372373692;617.78779758802;511.43053880393;4.8198084396;2.6441424126;3071.8071907914;25.524835960624;1921.2286953866;0.0;1917.6517207197;683.44250726677
Cyprus;2022;7.198;5.406;31.674;1331376.0;34255009792.0;7070778.0;1669.537;2859.166;2306.329;19.427;;;;9055.426358184759;586.19238600936;540.65391108783;9.305707348;4.4578655316;3101.7088239496;25.425410144099;2205.9755920698;1.6442984529598;1890.8138635179;689.24850007366
Cyprus;2023;7.174;5.334;32.096;1344979.0;;7188089.0;1682.805;2844.683;2306.258;20.213;;;;9107.764356390022;585.77128713206;483.85231461317;8.381166696;5.8324876320213;3056.0660617134;24.381661266309;2207.3404164486;0.0;1981.8973803148;754.24158057362
Czechia;2004;128.292;12.502;527.825;10261454.0;208725901312.0;128313656.0;28281.397;45985.513;45697.236;6.773;5.0683983;78.435154;15.669904447;156294.9694035957;8587.237756422815;16637.966756766;133.2276011704;19.1255256;69179.5308244088;428.6259182985766;40763.650304604;;15913.326765469581;4632.27795085688
Czechia;2005;125.691;12.227;519.632;10280158.0;225302577152.0;125713460.0;28193.215;45534.937;45220.081;7.113;4.476145575;86.37274099999999;24.227381049;153145.7367269808;8228.149610594484;14327.4873960944;89.8508002032;15.9378856218;68756.5414877038;436.2632113977984;39372.148006095;;17262.09101420303;4657.26731506691
Czechia;2006;126.537;12.28;529.455;10304594.0;243991789568.0;126532560.0;28554.29;46566.166;46230.051;7.362;5.538933361;67.591426;21.36676223;154852.89213496388;8103.77273456919;15023.492410583;49.5781609768;19.1255256;68631.7691633982;429.0364740266128;40277.457866436496;;17605.76166032384;4712.89813905037
Czechia;2007;128.366;12.417;523.705;10337541.0;260673044480.0;128363630.0;28213.743;46466.729;46121.305;7.895;3.7095816200000002;120.383862;43.27078765;156690.9839246612;8254.574441466446;13175.6686601359;111.536166678;15.9378856218;72522.3984560549;419.426565095819;38956.3898008623;;18512.475453941028;4722.57649480471
Czechia;2008;122.935;11.845;513.619;10378296.0;271709536256.0;122927730.0;27975.204;45610.554;45254.788;8.674;34.35861133;84.58385870000001;33.857497622;150340.1757212268;8156.390062774758;13704.7637181219;139.4170794076;12.7502456436;67775.1739504393;400.5713680636853;36965.275581359296;;18333.07323488515;4852.7604805314995
Czechia;2009;114.983;11.034;492.811;10420986.0;261919703040.0;114972080.0;26139.963;42841.71;42501.457;9.977;37.708810047;96.808432;41.429997329;143232.11412530628;7709.451145300555;13462.907626169399;96.046663451599;15.9378856218;64514.4946100956;388.0109478544337;34368.3461749535;;17734.95685421042;4941.96221764886
Czechia;2010;117.476;11.227;513.649;10464035.0;271231975424.0;117464090.0;27745.867;45465.274;45151.911;10.513;31.370056754;79.396232;32.607843289;145068.7225639151;7984.287268606403;15545.6533611067;89.8508002032;12.7502456436;66524.5700497477;353.8272153151218;32759.6799314959;;16696.25763823156;5101.8460535649
Czechia;2011;115.189;10.975;501.976;10495508.0;279082762240.0;115178136.0;25849.158;43616.881;43306.62;10.945;45.977033903;114.9630504;59.215340188;142579.5738945748;8121.34806269404;14269.8803543141;133.2154301676;9.5629199346;64670.4881670642;346.9005042695769;33429.7775402899;;16523.23487282844;5075.1660430128
Czechia;2012;111.287;10.591;499.438;10507338.0;276891959296.0;111275540.0;25778.114;43241.461;42947.748;12.814;46.095359697999996;124.531487;92.05833341900001;138269.256576326;7874.524240839456;14389.3019498541;65.0676642032;15.9378856218;61378.9599004233;332.3619296705649;32816.008255571796;;16248.87787370265;5148.21687644054
Czechia;2013;106.722;10.153;490.221;10511164.0;276764852224.0;106710090.0;26475.768;43445.29;43161.919;13.927;41.850758377999995;127.685789;44.73611110899999;133777.7647272294;8390.788869841816;14494.0163279238;58.871800954799;6.3752799564;58277.1539316879;317.2831350052919;31121.2967396044;;16121.10450765688;4990.87413459877
Czechia;2014;104.246;9.912;479.937;10517222.0;283025539072.0;104232570.0;25236.72;42011.844;41719.164;15.074;38.302778204;75.155068;35.500000244;131911.3466860729;8771.476740620183;12838.9438092676;55.7740242252;9.5629199346;56494.958321707105;311.38158734681633;31873.4329577873;;16636.47648885745;4919.33983632559
Czechia;2015;105.001;9.977;470.716;10524419.0;298276061184.0;104989704.0;25906.999;42051.424;41756.676;15.07;35.814973683;87.782747;33.416666925;133525.9651687318;9056.08111610683;13187.740239156901;114.6403284188;9.5629199346;56371.9154108521;299.2594955413957;32190.043611831898;;17391.953476335162;4904.76857055517
Czechia;2016;106.648;10.126;464.374;10531947.0;305844158464.0;106636424.0;25881.45;41659.073;41342.607;14.926;19.197861703;81.94262599999999;29.079545601;134685.2576848528;8646.401890614208;13717.8577385298;127.0317451264;12.7502456436;57257.835302001695;300.0727818916934;31570.4986890098;;18068.1033431882;4984.70594884811
Czechia;2017;107.746;10.221;490.582;10541343.0;321652391936.0;107735540.0;27345.69;43462.13;43107.399;14.799;0.0;38.55963;0.0;135478.6117357158;8727.173288427222;14040.9153768176;158.0107443748;12.7502456436;55929.1761788815;301.1851580089525;32663.380331099;;18577.13633331036;5068.88407915195
Czechia;2018;106.336;10.08;489.024;10548935.0;332009897984.0;106322056.0;27163.345;43638.288;43228.743;15.139;0.0;0.0;0.0;133859.02352583528;8201.889570345293;13196.6297339978;102.248601922;9.5629199346;55421.6868846336;291.8082079900463;32855.4166208918;;18770.0347000267;5009.74628609286
Czechia;2019;101.009;9.57;477.905;10554871.0;342069379072.0;100997496.0;27151.005;42933.781;42514.929;16.239;0.0;0.0;0.0;128193.8797923047;8176.359055235848;12632.625738407;142.5212411484;15.9378856218;51241.7355530186;279.9334710051396;31523.7856893868;;18945.11292362423;5235.86823485635
Czechia;2020;91.674;8.689;442.568;10550130.0;323245441024.0;91661460.0;26112.484;40319.049;40205.287;17.303;0.0;0.0;0.0;118247.6573787418;7901.4397922443095;12450.479564823;123.9275833856;12.7502456436;44102.97690120222;256.6888408364677;30458.605778360798;;17652.95652264137;5287.83214960489
